category_a,category_b,self_loop
Bricks Round and Cones,Plates Angled,FALSE
Bricks Round and Cones,Plates Round Curved and Dishes,FALSE
Bricks Round and Cones,Plates Special,FALSE
Bricks Round and Cones,Pneumatics,FALSE
Bricks Round and Cones,Projectiles / Launchers,FALSE
Bricks Round and Cones,Rock,FALSE
Bricks Round and Cones,Stickers,FALSE
Bricks Round and Cones,"String, Bands and Reels",FALSE
Bricks Round and Cones,"Supports, Girders and Cranes",FALSE
Bricks Round and Cones,Technic Axles,FALSE
Bricks Round and Cones,Technic Beams,FALSE
Bricks Round and Cones,Technic Beams Special,FALSE
Bricks Round and Cones,Technic Bricks,FALSE
Bricks Round and Cones,Technic Bushes,FALSE
Bricks Round and Cones,Technic Connectors,FALSE
Bricks Round and Cones,Technic Gears,FALSE
Bricks Round and Cones,Technic Panels,FALSE
Bricks Round and Cones,Technic Pins,FALSE
Bricks Round and Cones,Technic Special,FALSE
Bricks Round and Cones,"Technic Steering, Suspension and Engine",FALSE
Bricks Round and Cones,Tiles,FALSE
Bricks Round and Cones,Tiles Round and Curved,FALSE
Bricks Round and Cones,Tiles Special,FALSE
Bricks Round and Cones,Tools,FALSE
Bricks Round and Cones,Transportation - Land,FALSE
Bricks Round and Cones,Transportation - Sea and Air,FALSE
Bricks Round and Cones,Tubes and Hoses,FALSE
Bricks Round and Cones,Wheels and Tyres,FALSE
Bricks Round and Cones,Windows and Doors,FALSE
Bricks Round and Cones,Windscreens and Fuselage,FALSE
Bricks Round and Cones,Znap,FALSE
Bricks Sloped,Bricks Sloped,TRUE
Bricks Sloped,Bricks Special,FALSE
Bricks Sloped,Bricks Wedged,FALSE
Bricks Sloped,Clikits,FALSE
Bricks Sloped,Containers,FALSE
Bricks Sloped,"Duplo, Quatro and Primo",FALSE
Bricks Sloped,Electronics,FALSE
Bricks Sloped,Energy Effects,FALSE
Bricks Sloped,"Flags, Banners and Signs",FALSE
Bricks Sloped,Gear Parts,FALSE
Bricks Sloped,HO Scale,FALSE
Bricks Sloped,"Hinges, Arms and Turntables",FALSE
Bricks Sloped,Large Buildable Figures,FALSE
Bricks Sloped,Magnets and Holders,FALSE
Bricks Sloped,Mechanical,FALSE
Bricks Sloped,Minidoll Heads,FALSE
Bricks Sloped,Minidoll Lower Body,FALSE
Bricks Sloped,Minidoll Upper Body,FALSE
Bricks Sloped,Minifig Accessories,FALSE
Bricks Sloped,Minifig Heads,FALSE
Bricks Sloped,Minifig Headwear,FALSE
Bricks Sloped,Minifig Headwear Accessories,FALSE
Bricks Sloped,Minifig Hipwear,FALSE
Bricks Sloped,Minifig Lower Body,FALSE
Bricks Sloped,Minifig Neckwear,FALSE
Bricks Sloped,"Minifig Shields, Weapons, & Tools",FALSE
Bricks Sloped,Minifig Upper Body,FALSE
Bricks Sloped,Minifigs,FALSE
Bricks Sloped,Modulex,FALSE
Bricks Sloped,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Bricks Sloped,Non-System Parts,FALSE
Bricks Sloped,Other,FALSE
Bricks Sloped,Panels,FALSE
Bricks Sloped,Pen & Watch,FALSE
Bricks Sloped,Plants & Trees,FALSE
Bricks Sloped,Plates,FALSE
Bricks Sloped,Plates Angled,FALSE
Bricks Sloped,Plates Round Curved and Dishes,FALSE
Bricks Sloped,Plates Special,FALSE
Bricks Sloped,Pneumatics,FALSE
Bricks Sloped,Projectiles / Launchers,FALSE
Bricks Sloped,Rock,FALSE
Bricks Sloped,Stickers,FALSE
Bricks Sloped,"String, Bands and Reels",FALSE
Bricks Sloped,"Supports, Girders and Cranes",FALSE
Bricks Sloped,Technic Axles,FALSE
Bricks Sloped,Technic Beams,FALSE
Bricks Sloped,Technic Beams Special,FALSE
Bricks Sloped,Technic Bricks,FALSE
Bricks Sloped,Technic Bushes,FALSE
Bricks Sloped,Technic Connectors,FALSE
Bricks Sloped,Technic Gears,FALSE
Bricks Sloped,Technic Panels,FALSE
Bricks Sloped,Technic Pins,FALSE
Bricks Sloped,Technic Special,FALSE
Bricks Sloped,"Technic Steering, Suspension and Engine",FALSE
Bricks Sloped,Tiles,FALSE
Bricks Sloped,Tiles Round and Curved,FALSE
Bricks Sloped,Tiles Special,FALSE
Bricks Sloped,Tools,FALSE
Bricks Sloped,Transportation - Land,FALSE
Bricks Sloped,Transportation - Sea and Air,FALSE
Bricks Sloped,Tubes and Hoses,FALSE
Bricks Sloped,Wheels and Tyres,FALSE
Bricks Sloped,Windows and Doors,FALSE
Bricks Sloped,Windscreens and Fuselage,FALSE
Bricks Sloped,Znap,FALSE
Bricks Special,Bricks Special,TRUE
Bricks Special,Bricks Wedged,FALSE
Bricks Special,Clikits,FALSE
Bricks Special,Containers,FALSE
Bricks Special,"Duplo, Quatro and Primo",FALSE
Bricks Special,Electronics,FALSE
Bricks Special,Energy Effects,FALSE
Bricks Special,"Flags, Banners and Signs",FALSE
Bricks Special,Gear Parts,FALSE
Bricks Special,HO Scale,FALSE
Bricks Special,"Hinges, Arms and Turntables",FALSE
Bricks Special,Large Buildable Figures,FALSE
Bricks Special,Magnets and Holders,FALSE
Bricks Special,Mechanical,FALSE
Bricks Special,Minidoll Heads,FALSE
Bricks Special,Minidoll Lower Body,FALSE
Bricks Special,Minidoll Upper Body,FALSE
Bricks Special,Minifig Accessories,FALSE
Bricks Special,Minifig Heads,FALSE
Bricks Special,Minifig Headwear,FALSE
Bricks Special,Minifig Headwear Accessories,FALSE
Bricks Special,Minifig Hipwear,FALSE
Bricks Special,Minifig Lower Body,FALSE
Bricks Special,Minifig Neckwear,FALSE
Bricks Special,"Minifig Shields, Weapons, & Tools",FALSE
Bricks Special,Minifig Upper Body,FALSE
Bricks Special,Minifigs,FALSE
Bricks Special,Modulex,FALSE
Bricks Special,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Bricks Special,Non-System Parts,FALSE
Bricks Special,Other,FALSE
Bricks Special,Panels,FALSE
Bricks Special,Pen & Watch,FALSE
Bricks Special,Plants & Trees,FALSE
Bricks Special,Plates,FALSE
Bricks Special,Plates Angled,FALSE
Bricks Special,Plates Round Curved and Dishes,FALSE
Bricks Special,Plates Special,FALSE
Bricks Special,Pneumatics,FALSE
Bricks Special,Projectiles / Launchers,FALSE
Bricks Special,Rock,FALSE
Bricks Special,Stickers,FALSE
Bricks Special,"String, Bands and Reels",FALSE
Bricks Special,"Supports, Girders and Cranes",FALSE
Bricks Special,Technic Axles,FALSE
Bricks Special,Technic Beams,FALSE
Bricks Special,Technic Beams Special,FALSE
Bricks Special,Technic Bricks,FALSE
Bricks Special,Technic Bushes,FALSE
Bricks Special,Technic Connectors,FALSE
Bricks Special,Technic Gears,FALSE
Bricks Special,Technic Panels,FALSE
Bricks Special,Technic Pins,FALSE
Bricks Special,Technic Special,FALSE
Bricks Special,"Technic Steering, Suspension and Engine",FALSE
Bricks Special,Tiles,FALSE
Bricks Special,Tiles Round and Curved,FALSE
Bricks Special,Tiles Special,FALSE
Bricks Special,Tools,FALSE
Bricks Special,Transportation - Land,FALSE
Bricks Special,Transportation - Sea and Air,FALSE
Bricks Special,Tubes and Hoses,FALSE
Bricks Special,Wheels and Tyres,FALSE
Bricks Special,Windows and Doors,FALSE
Bricks Special,Windscreens and Fuselage,FALSE
Bricks Special,Znap,FALSE
Bricks Wedged,Bricks Wedged,TRUE
Bricks Wedged,Clikits,FALSE
Bricks Wedged,Containers,FALSE
Bricks Wedged,"Duplo, Quatro and Primo",FALSE
Bricks Wedged,Electronics,FALSE
Bricks Wedged,Energy Effects,FALSE
Bricks Wedged,"Flags, Banners and Signs",FALSE
Bricks Wedged,Gear Parts,FALSE
Bricks Wedged,HO Scale,FALSE
Bricks Wedged,"Hinges, Arms and Turntables",FALSE
Bricks Wedged,Large Buildable Figures,FALSE
Bricks Wedged,Magnets and Holders,FALSE
Bricks Wedged,Mechanical,FALSE
Bricks Wedged,Minidoll Heads,FALSE
Bricks Wedged,Minidoll Lower Body,FALSE
Bricks Wedged,Minidoll Upper Body,FALSE
Bricks Wedged,Minifig Accessories,FALSE
Bricks Wedged,Minifig Heads,FALSE
Bricks Wedged,Minifig Headwear,FALSE
Bricks Wedged,Minifig Headwear Accessories,FALSE
Bricks Wedged,Minifig Hipwear,FALSE
Bricks Wedged,Minifig Lower Body,FALSE
Bricks Wedged,Minifig Neckwear,FALSE
Bricks Wedged,"Minifig Shields, Weapons, & Tools",FALSE
Bricks Wedged,Minifig Upper Body,FALSE
Bricks Wedged,Minifigs,FALSE
Bricks Wedged,Modulex,FALSE
Bricks Wedged,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Bricks Wedged,Non-System Parts,FALSE
Bricks Wedged,Other,FALSE
Bricks Wedged,Panels,FALSE
Bricks Wedged,Pen & Watch,FALSE
Bricks Wedged,Plants & Trees,FALSE
Bricks Wedged,Plates,FALSE
Bricks Wedged,Plates Angled,FALSE
Bricks Wedged,Plates Round Curved and Dishes,FALSE
Bricks Wedged,Plates Special,FALSE
Bricks Wedged,Pneumatics,FALSE
Bricks Wedged,Projectiles / Launchers,FALSE
Bricks Wedged,Rock,FALSE
Bricks Wedged,Stickers,FALSE
Bricks Wedged,"String, Bands and Reels",FALSE
Bricks Wedged,"Supports, Girders and Cranes",FALSE
Bricks Wedged,Technic Axles,FALSE
Bricks Wedged,Technic Beams,FALSE
Bricks Wedged,Technic Beams Special,FALSE
Bricks Wedged,Technic Bricks,FALSE
Bricks Wedged,Technic Bushes,FALSE
Bricks Wedged,Technic Connectors,FALSE
Bricks Wedged,Technic Gears,FALSE
Bricks Wedged,Technic Panels,FALSE
Bricks Wedged,Technic Pins,FALSE
Bricks Wedged,Technic Special,FALSE
Bricks Wedged,"Technic Steering, Suspension and Engine",FALSE
Bricks Wedged,Tiles,FALSE
Bricks Wedged,Tiles Round and Curved,FALSE
Bricks Wedged,Tiles Special,FALSE
Bricks Wedged,Tools,FALSE
Bricks Wedged,Transportation - Land,FALSE
Bricks Wedged,Transportation - Sea and Air,FALSE
Bricks Wedged,Tubes and Hoses,FALSE
Bricks Wedged,Wheels and Tyres,FALSE
Bricks Wedged,Windows and Doors,FALSE
Bricks Wedged,Windscreens and Fuselage,FALSE
Bricks Wedged,Znap,FALSE
Clikits,Clikits,TRUE
Clikits,Containers,FALSE
Clikits,"Duplo, Quatro and Primo",FALSE
Clikits,Electronics,FALSE
Clikits,Energy Effects,FALSE
Clikits,"Flags, Banners and Signs",FALSE
Clikits,Gear Parts,FALSE
Clikits,HO Scale,FALSE
Clikits,"Hinges, Arms and Turntables",FALSE
Clikits,Large Buildable Figures,FALSE
Clikits,Magnets and Holders,FALSE
Clikits,Mechanical,FALSE
Clikits,Minidoll Heads,FALSE
Clikits,Minidoll Lower Body,FALSE
Clikits,Minidoll Upper Body,FALSE
Clikits,Minifig Accessories,FALSE
Clikits,Minifig Heads,FALSE
Clikits,Minifig Headwear,FALSE
Clikits,Minifig Headwear Accessories,FALSE
Clikits,Minifig Hipwear,FALSE
Clikits,Minifig Lower Body,FALSE
Clikits,Minifig Neckwear,FALSE
Clikits,"Minifig Shields, Weapons, & Tools",FALSE
Clikits,Minifig Upper Body,FALSE
Clikits,Minifigs,FALSE
Clikits,Modulex,FALSE
Clikits,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Clikits,Non-System Parts,FALSE
Clikits,Other,FALSE
Clikits,Panels,FALSE
Clikits,Pen & Watch,FALSE
Clikits,Plants & Trees,FALSE
Clikits,Plates,FALSE
Clikits,Plates Angled,FALSE
Clikits,Plates Round Curved and Dishes,FALSE
Clikits,Plates Special,FALSE
Clikits,Pneumatics,FALSE
Clikits,Projectiles / Launchers,FALSE
Clikits,Rock,FALSE
Clikits,Stickers,FALSE
Clikits,"String, Bands and Reels",FALSE
Clikits,"Supports, Girders and Cranes",FALSE
Clikits,Technic Axles,FALSE
Clikits,Technic Beams,FALSE
Clikits,Technic Beams Special,FALSE
Clikits,Technic Bricks,FALSE
Clikits,Technic Bushes,FALSE
Clikits,Technic Connectors,FALSE
Clikits,Technic Gears,FALSE
Clikits,Technic Panels,FALSE
Clikits,Technic Pins,FALSE
Clikits,Technic Special,FALSE
Clikits,"Technic Steering, Suspension and Engine",FALSE
Clikits,Tiles,FALSE
Clikits,Tiles Round and Curved,FALSE
Clikits,Tiles Special,FALSE
Clikits,Tools,FALSE
Clikits,Transportation - Land,FALSE
Clikits,Transportation - Sea and Air,FALSE
Clikits,Tubes and Hoses,FALSE
Clikits,Wheels and Tyres,FALSE
Clikits,Windows and Doors,FALSE
Clikits,Windscreens and Fuselage,FALSE
Clikits,Znap,FALSE
Containers,Containers,TRUE
Containers,"Duplo, Quatro and Primo",FALSE
Containers,Electronics,FALSE
Containers,Energy Effects,FALSE
Containers,"Flags, Banners and Signs",FALSE
Containers,Gear Parts,FALSE
Containers,HO Scale,FALSE
Containers,"Hinges, Arms and Turntables",FALSE
Containers,Large Buildable Figures,FALSE
Containers,Magnets and Holders,FALSE
Containers,Mechanical,FALSE
Containers,Minidoll Heads,FALSE
Containers,Minidoll Lower Body,FALSE
Containers,Minidoll Upper Body,FALSE
Containers,Minifig Accessories,FALSE
Containers,Minifig Heads,FALSE
Containers,Minifig Headwear,FALSE
Containers,Minifig Headwear Accessories,FALSE
Containers,Minifig Hipwear,FALSE
Containers,Minifig Lower Body,FALSE
Containers,Minifig Neckwear,FALSE
Containers,"Minifig Shields, Weapons, & Tools",FALSE
Containers,Minifig Upper Body,FALSE
Containers,Minifigs,FALSE
Containers,Modulex,FALSE
Containers,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Containers,Non-System Parts,FALSE
Containers,Other,FALSE
Containers,Panels,FALSE
Containers,Pen & Watch,FALSE
Containers,Plants & Trees,FALSE
Containers,Plates,FALSE
Containers,Plates Angled,FALSE
Containers,Plates Round Curved and Dishes,FALSE
Containers,Plates Special,FALSE
Containers,Pneumatics,FALSE
Containers,Projectiles / Launchers,FALSE
Containers,Rock,FALSE
Containers,Stickers,FALSE
Containers,"String, Bands and Reels",FALSE
Containers,"Supports, Girders and Cranes",FALSE
Containers,Technic Axles,FALSE
Containers,Technic Beams,FALSE
Containers,Technic Beams Special,FALSE
Containers,Technic Bricks,FALSE
Containers,Technic Bushes,FALSE
Containers,Technic Connectors,FALSE
Containers,Technic Gears,FALSE
Containers,Technic Panels,FALSE
Containers,Technic Pins,FALSE
Containers,Technic Special,FALSE
Containers,"Technic Steering, Suspension and Engine",FALSE
Containers,Tiles,FALSE
Containers,Tiles Round and Curved,FALSE
Containers,Tiles Special,FALSE
Containers,Tools,FALSE
Containers,Transportation - Land,FALSE
Containers,Transportation - Sea and Air,FALSE
Containers,Tubes and Hoses,FALSE
Containers,Wheels and Tyres,FALSE
Containers,Windows and Doors,FALSE
Containers,Windscreens and Fuselage,FALSE
Containers,Znap,FALSE
"Duplo, Quatro and Primo","Duplo, Quatro and Primo",TRUE
"Duplo, Quatro and Primo",Electronics,FALSE
"Duplo, Quatro and Primo",Energy Effects,FALSE
"Duplo, Quatro and Primo","Flags, Banners and Signs",FALSE
"Duplo, Quatro and Primo",Gear Parts,FALSE
"Duplo, Quatro and Primo",HO Scale,FALSE
"Duplo, Quatro and Primo","Hinges, Arms and Turntables",FALSE
"Duplo, Quatro and Primo",Large Buildable Figures,FALSE
"Duplo, Quatro and Primo",Magnets and Holders,FALSE
"Duplo, Quatro and Primo",Mechanical,FALSE
"Duplo, Quatro and Primo",Minidoll Heads,FALSE
"Duplo, Quatro and Primo",Minidoll Lower Body,FALSE
"Duplo, Quatro and Primo",Minidoll Upper Body,FALSE
"Duplo, Quatro and Primo",Minifig Accessories,FALSE
"Duplo, Quatro and Primo",Minifig Heads,FALSE
"Duplo, Quatro and Primo",Minifig Headwear,FALSE
"Duplo, Quatro and Primo",Minifig Headwear Accessories,FALSE
"Duplo, Quatro and Primo",Minifig Hipwear,FALSE
"Duplo, Quatro and Primo",Minifig Lower Body,FALSE
"Duplo, Quatro and Primo",Minifig Neckwear,FALSE
"Duplo, Quatro and Primo","Minifig Shields, Weapons, & Tools",FALSE
"Duplo, Quatro and Primo",Minifig Upper Body,FALSE
"Duplo, Quatro and Primo",Minifigs,FALSE
"Duplo, Quatro and Primo",Modulex,FALSE
"Duplo, Quatro and Primo","Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
"Duplo, Quatro and Primo",Non-System Parts,FALSE
"Duplo, Quatro and Primo",Other,FALSE
"Duplo, Quatro and Primo",Panels,FALSE
"Duplo, Quatro and Primo",Pen & Watch,FALSE
"Duplo, Quatro and Primo",Plants & Trees,FALSE
"Duplo, Quatro and Primo",Plates,FALSE
"Duplo, Quatro and Primo",Plates Angled,FALSE
"Duplo, Quatro and Primo",Plates Round Curved and Dishes,FALSE
"Duplo, Quatro and Primo",Plates Special,FALSE
"Duplo, Quatro and Primo",Pneumatics,FALSE
"Duplo, Quatro and Primo",Projectiles / Launchers,FALSE
"Duplo, Quatro and Primo",Rock,FALSE
"Duplo, Quatro and Primo",Stickers,FALSE
"Duplo, Quatro and Primo","String, Bands and Reels",FALSE
"Duplo, Quatro and Primo","Supports, Girders and Cranes",FALSE
"Duplo, Quatro and Primo",Technic Axles,FALSE
"Duplo, Quatro and Primo",Technic Beams,FALSE
"Duplo, Quatro and Primo",Technic Beams Special,FALSE
"Duplo, Quatro and Primo",Technic Bricks,FALSE
"Duplo, Quatro and Primo",Technic Bushes,FALSE
"Duplo, Quatro and Primo",Technic Connectors,FALSE
"Duplo, Quatro and Primo",Technic Gears,FALSE
"Duplo, Quatro and Primo",Technic Panels,FALSE
"Duplo, Quatro and Primo",Technic Pins,FALSE
"Duplo, Quatro and Primo",Technic Special,FALSE
"Duplo, Quatro and Primo","Technic Steering, Suspension and Engine",FALSE
"Duplo, Quatro and Primo",Tiles,FALSE
"Duplo, Quatro and Primo",Tiles Round and Curved,FALSE
"Duplo, Quatro and Primo",Tiles Special,FALSE
"Duplo, Quatro and Primo",Tools,FALSE
"Duplo, Quatro and Primo",Transportation - Land,FALSE
"Duplo, Quatro and Primo",Transportation - Sea and Air,FALSE
"Duplo, Quatro and Primo",Tubes and Hoses,FALSE
"Duplo, Quatro and Primo",Wheels and Tyres,FALSE
"Duplo, Quatro and Primo",Windows and Doors,FALSE
"Duplo, Quatro and Primo",Windscreens and Fuselage,FALSE
"Duplo, Quatro and Primo",Znap,FALSE
Electronics,Electronics,TRUE
Electronics,Energy Effects,FALSE
Electronics,"Flags, Banners and Signs",FALSE
Electronics,Gear Parts,FALSE
Electronics,HO Scale,FALSE
Electronics,"Hinges, Arms and Turntables",FALSE
Electronics,Large Buildable Figures,FALSE
Electronics,Magnets and Holders,FALSE
Electronics,Mechanical,FALSE
Electronics,Minidoll Heads,FALSE
Electronics,Minidoll Lower Body,FALSE
Electronics,Minidoll Upper Body,FALSE
Electronics,Minifig Accessories,FALSE
Electronics,Minifig Heads,FALSE
Electronics,Minifig Headwear,FALSE
Electronics,Minifig Headwear Accessories,FALSE
Electronics,Minifig Hipwear,FALSE
Electronics,Minifig Lower Body,FALSE
Electronics,Minifig Neckwear,FALSE
Electronics,"Minifig Shields, Weapons, & Tools",FALSE
Electronics,Minifig Upper Body,FALSE
Electronics,Minifigs,FALSE
Electronics,Modulex,FALSE
Electronics,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Electronics,Non-System Parts,FALSE
Electronics,Other,FALSE
Electronics,Panels,FALSE
Electronics,Pen & Watch,FALSE
Electronics,Plants & Trees,FALSE
Electronics,Plates,FALSE
Electronics,Plates Angled,FALSE
Electronics,Plates Round Curved and Dishes,FALSE
Electronics,Plates Special,FALSE
Electronics,Pneumatics,FALSE
Electronics,Projectiles / Launchers,FALSE
Electronics,Rock,FALSE
Electronics,Stickers,FALSE
Electronics,"String, Bands and Reels",FALSE
Electronics,"Supports, Girders and Cranes",FALSE
Electronics,Technic Axles,FALSE
Electronics,Technic Beams,FALSE
Electronics,Technic Beams Special,FALSE
Electronics,Technic Bricks,FALSE
Electronics,Technic Bushes,FALSE
Electronics,Technic Connectors,FALSE
Electronics,Technic Gears,FALSE
Electronics,Technic Panels,FALSE
Electronics,Technic Pins,FALSE
Electronics,Technic Special,FALSE
Electronics,"Technic Steering, Suspension and Engine",FALSE
Electronics,Tiles,FALSE
Electronics,Tiles Round and Curved,FALSE
Electronics,Tiles Special,FALSE
Electronics,Tools,FALSE
Electronics,Transportation - Land,FALSE
Electronics,Transportation - Sea and Air,FALSE
Electronics,Tubes and Hoses,FALSE
Electronics,Wheels and Tyres,FALSE
Electronics,Windows and Doors,FALSE
Electronics,Windscreens and Fuselage,FALSE
Electronics,Znap,FALSE
Energy Effects,Energy Effects,TRUE
Energy Effects,"Flags, Banners and Signs",FALSE
Energy Effects,Gear Parts,FALSE
Energy Effects,HO Scale,FALSE
Energy Effects,"Hinges, Arms and Turntables",FALSE
Energy Effects,Large Buildable Figures,FALSE
Energy Effects,Magnets and Holders,FALSE
Energy Effects,Mechanical,FALSE
Energy Effects,Minidoll Heads,FALSE
Energy Effects,Minidoll Lower Body,FALSE
Energy Effects,Minidoll Upper Body,FALSE
Energy Effects,Minifig Accessories,FALSE
Energy Effects,Minifig Heads,FALSE
Energy Effects,Minifig Headwear,FALSE
Energy Effects,Minifig Headwear Accessories,FALSE
Energy Effects,Minifig Hipwear,FALSE
Energy Effects,Minifig Lower Body,FALSE
Energy Effects,Minifig Neckwear,FALSE
Energy Effects,"Minifig Shields, Weapons, & Tools",FALSE
Energy Effects,Minifig Upper Body,FALSE
Energy Effects,Minifigs,FALSE
Energy Effects,Modulex,FALSE
Energy Effects,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Energy Effects,Non-System Parts,FALSE
Energy Effects,Other,FALSE
Energy Effects,Panels,FALSE
Energy Effects,Pen & Watch,FALSE
Energy Effects,Plants & Trees,FALSE
Energy Effects,Plates,FALSE
Energy Effects,Plates Angled,FALSE
Energy Effects,Plates Round Curved and Dishes,FALSE
Energy Effects,Plates Special,FALSE
Energy Effects,Pneumatics,FALSE
Energy Effects,Projectiles / Launchers,FALSE
Energy Effects,Rock,FALSE
Energy Effects,Stickers,FALSE
Energy Effects,"String, Bands and Reels",FALSE
Energy Effects,"Supports, Girders and Cranes",FALSE
Energy Effects,Technic Axles,FALSE
Energy Effects,Technic Beams,FALSE
Energy Effects,Technic Beams Special,FALSE
Energy Effects,Technic Bricks,FALSE
Energy Effects,Technic Bushes,FALSE
Energy Effects,Technic Connectors,FALSE
Energy Effects,Technic Gears,FALSE
Energy Effects,Technic Panels,FALSE
Energy Effects,Technic Pins,FALSE
Energy Effects,Technic Special,FALSE
Energy Effects,"Technic Steering, Suspension and Engine",FALSE
Energy Effects,Tiles,FALSE
Energy Effects,Tiles Round and Curved,FALSE
Energy Effects,Tiles Special,FALSE
Energy Effects,Tools,FALSE
Energy Effects,Transportation - Land,FALSE
Energy Effects,Transportation - Sea and Air,FALSE
Energy Effects,Tubes and Hoses,FALSE
Energy Effects,Wheels and Tyres,FALSE
Energy Effects,Windows and Doors,FALSE
Energy Effects,Windscreens and Fuselage,FALSE
Energy Effects,Znap,FALSE
"Flags, Banners and Signs","Flags, Banners and Signs",TRUE
"Flags, Banners and Signs",Gear Parts,FALSE
"Flags, Banners and Signs",HO Scale,FALSE
"Flags, Banners and Signs","Hinges, Arms and Turntables",FALSE
"Flags, Banners and Signs",Large Buildable Figures,FALSE
"Flags, Banners and Signs",Magnets and Holders,FALSE
"Flags, Banners and Signs",Mechanical,FALSE
"Flags, Banners and Signs",Minidoll Heads,FALSE
"Flags, Banners and Signs",Minidoll Lower Body,FALSE
"Flags, Banners and Signs",Minidoll Upper Body,FALSE
"Flags, Banners and Signs",Minifig Accessories,FALSE
"Flags, Banners and Signs",Minifig Heads,FALSE
"Flags, Banners and Signs",Minifig Headwear,FALSE
"Flags, Banners and Signs",Minifig Headwear Accessories,FALSE
"Flags, Banners and Signs",Minifig Hipwear,FALSE
"Flags, Banners and Signs",Minifig Lower Body,FALSE
"Flags, Banners and Signs",Minifig Neckwear,FALSE
"Flags, Banners and Signs","Minifig Shields, Weapons, & Tools",FALSE
"Flags, Banners and Signs",Minifig Upper Body,FALSE
"Flags, Banners and Signs",Minifigs,FALSE
"Flags, Banners and Signs",Modulex,FALSE
"Flags, Banners and Signs","Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
"Flags, Banners and Signs",Non-System Parts,FALSE
"Flags, Banners and Signs",Other,FALSE
"Flags, Banners and Signs",Panels,FALSE
"Flags, Banners and Signs",Pen & Watch,FALSE
"Flags, Banners and Signs",Plants & Trees,FALSE
"Flags, Banners and Signs",Plates,FALSE
"Flags, Banners and Signs",Plates Angled,FALSE
"Flags, Banners and Signs",Plates Round Curved and Dishes,FALSE
"Flags, Banners and Signs",Plates Special,FALSE
"Flags, Banners and Signs",Pneumatics,FALSE
"Flags, Banners and Signs",Projectiles / Launchers,FALSE
"Flags, Banners and Signs",Rock,FALSE
"Flags, Banners and Signs",Stickers,FALSE
"Flags, Banners and Signs","String, Bands and Reels",FALSE
"Flags, Banners and Signs","Supports, Girders and Cranes",FALSE
"Flags, Banners and Signs",Technic Axles,FALSE
"Flags, Banners and Signs",Technic Beams,FALSE
"Flags, Banners and Signs",Technic Beams Special,FALSE
"Flags, Banners and Signs",Technic Bricks,FALSE
"Flags, Banners and Signs",Technic Bushes,FALSE
"Flags, Banners and Signs",Technic Connectors,FALSE
"Flags, Banners and Signs",Technic Gears,FALSE
"Flags, Banners and Signs",Technic Panels,FALSE
"Flags, Banners and Signs",Technic Pins,FALSE
"Flags, Banners and Signs",Technic Special,FALSE
"Flags, Banners and Signs","Technic Steering, Suspension and Engine",FALSE
"Flags, Banners and Signs",Tiles,FALSE
"Flags, Banners and Signs",Tiles Round and Curved,FALSE
"Flags, Banners and Signs",Tiles Special,FALSE
"Flags, Banners and Signs",Tools,FALSE
"Flags, Banners and Signs",Transportation - Land,FALSE
"Flags, Banners and Signs",Transportation - Sea and Air,FALSE
"Flags, Banners and Signs",Tubes and Hoses,FALSE
"Flags, Banners and Signs",Wheels and Tyres,FALSE
"Flags, Banners and Signs",Windows and Doors,FALSE
"Flags, Banners and Signs",Windscreens and Fuselage,FALSE
"Flags, Banners and Signs",Znap,FALSE
Gear Parts,Gear Parts,TRUE
Gear Parts,HO Scale,FALSE
Gear Parts,"Hinges, Arms and Turntables",FALSE
Gear Parts,Large Buildable Figures,FALSE
Gear Parts,Magnets and Holders,FALSE
Gear Parts,Mechanical,FALSE
Gear Parts,Minidoll Heads,FALSE
Gear Parts,Minidoll Lower Body,FALSE
Gear Parts,Minidoll Upper Body,FALSE
Gear Parts,Minifig Accessories,FALSE
Gear Parts,Minifig Heads,FALSE
Gear Parts,Minifig Headwear,FALSE
Gear Parts,Minifig Headwear Accessories,FALSE
Gear Parts,Minifig Hipwear,FALSE
Gear Parts,Minifig Lower Body,FALSE
Gear Parts,Minifig Neckwear,FALSE
Gear Parts,"Minifig Shields, Weapons, & Tools",FALSE
Gear Parts,Minifig Upper Body,FALSE
Gear Parts,Minifigs,FALSE
Gear Parts,Modulex,FALSE
Gear Parts,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Gear Parts,Non-System Parts,FALSE
Gear Parts,Other,FALSE
Gear Parts,Panels,FALSE
Gear Parts,Pen & Watch,FALSE
Gear Parts,Plants & Trees,FALSE
Gear Parts,Plates,FALSE
Gear Parts,Plates Angled,FALSE
Gear Parts,Plates Round Curved and Dishes,FALSE
Gear Parts,Plates Special,FALSE
Gear Parts,Pneumatics,FALSE
Gear Parts,Projectiles / Launchers,FALSE
Gear Parts,Rock,FALSE
Gear Parts,Stickers,FALSE
