category_a,category_b,self_loop
Minifig Headwear Accessories,Minifigs,FALSE
Minifig Headwear Accessories,Modulex,FALSE
Minifig Headwear Accessories,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Headwear Accessories,Non-System Parts,FALSE
Minifig Headwear Accessories,Other,FALSE
Minifig Headwear Accessories,Panels,FALSE
Minifig Headwear Accessories,Pen & Watch,FALSE
Minifig Headwear Accessories,Plants & Trees,FALSE
Minifig Headwear Accessories,Plates,FALSE
Minifig Headwear Accessories,Plates Angled,FALSE
Minifig Headwear Accessories,Plates Round Curved and Dishes,FALSE
Minifig Headwear Accessories,Plates Special,FALSE
Minifig Headwear Accessories,Pneumatics,FALSE
Minifig Headwear Accessories,Projectiles / Launchers,FALSE
Minifig Headwear Accessories,Rock,FALSE
Minifig Headwear Accessories,Stickers,FALSE
Minifig Headwear Accessories,"String, Bands and Reels",FALSE
Minifig Headwear Accessories,"Supports, Girders and Cranes",FALSE
Minifig Headwear Accessories,Technic Axles,FALSE
Minifig Headwear Accessories,Technic Beams,FALSE
Minifig Headwear Accessories,Technic Beams Special,FALSE
Minifig Headwear Accessories,Technic Bricks,FALSE
Minifig Headwear Accessories,Technic Bushes,FALSE
Minifig Headwear Accessories,Technic Connectors,FALSE
Minifig Headwear Accessories,Technic Gears,FALSE
Minifig Headwear Accessories,Technic Panels,FALSE
Minifig Headwear Accessories,Technic Pins,FALSE
Minifig Headwear Accessories,Technic Special,FALSE
Minifig Headwear Accessories,"Technic Steering, Suspension and Engine",FALSE
Minifig Headwear Accessories,Tiles,FALSE
Minifig Headwear Accessories,Tiles Round and Curved,FALSE
Minifig Headwear Accessories,Tiles Special,FALSE
Minifig Headwear Accessories,Tools,FALSE
Minifig Headwear Accessories,Transportation - Land,FALSE
Minifig Headwear Accessories,Transportation - Sea and Air,FALSE
Minifig Headwear Accessories,Tubes and Hoses,FALSE
Minifig Headwear Accessories,Wheels and Tyres,FALSE
Minifig Headwear Accessories,Windows and Doors,FALSE
Minifig Headwear Accessories,Windscreens and Fuselage,FALSE
Minifig Headwear Accessories,Znap,FALSE
Minifig Hipwear,Minifig Hipwear,TRUE
Minifig Hipwear,Minifig Lower Body,FALSE
Minifig Hipwear,Minifig Neckwear,FALSE
Minifig Hipwear,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Hipwear,Minifig Upper Body,FALSE
Minifig Hipwear,Minifigs,FALSE
Minifig Hipwear,Modulex,FALSE
Minifig Hipwear,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Hipwear,Non-System Parts,FALSE
Minifig Hipwear,Other,FALSE
Minifig Hipwear,Panels,FALSE
Minifig Hipwear,Pen & Watch,FALSE
Minifig Hipwear,Plants & Trees,FALSE
Minifig Hipwear,Plates,FALSE
Minifig Hipwear,Plates Angled,FALSE
Minifig Hipwear,Plates Round Curved and Dishes,FALSE
Minifig Hipwear,Plates Special,FALSE
Minifig Hipwear,Pneumatics,FALSE
Minifig Hipwear,Projectiles / Launchers,FALSE
Minifig Hipwear,Rock,FALSE
Minifig Hipwear,Stickers,FALSE
Minifig Hipwear,"String, Bands and Reels",FALSE
Minifig Hipwear,"Supports, Girders and Cranes",FALSE
Minifig Hipwear,Technic Axles,FALSE
Minifig Hipwear,Technic Beams,FALSE
Minifig Hipwear,Technic Beams Special,FALSE
Minifig Hipwear,Technic Bricks,FALSE
Minifig Hipwear,Technic Bushes,FALSE
Minifig Hipwear,Technic Connectors,FALSE
Minifig Hipwear,Technic Gears,FALSE
Minifig Hipwear,Technic Panels,FALSE
Minifig Hipwear,Technic Pins,FALSE
Minifig Hipwear,Technic Special,FALSE
Minifig Hipwear,"Technic Steering, Suspension and Engine",FALSE
Minifig Hipwear,Tiles,FALSE
Minifig Hipwear,Tiles Round and Curved,FALSE
Minifig Hipwear,Tiles Special,FALSE
Minifig Hipwear,Tools,FALSE
Minifig Hipwear,Transportation - Land,FALSE
Minifig Hipwear,Transportation - Sea and Air,FALSE
Minifig Hipwear,Tubes and Hoses,FALSE
Minifig Hipwear,Wheels and Tyres,FALSE
Minifig Hipwear,Windows and Doors,FALSE
Minifig Hipwear,Windscreens and Fuselage,FALSE
Minifig Hipwear,Znap,FALSE
Minifig Lower Body,Minifig Lower Body,TRUE
Minifig Lower Body,Minifig Neckwear,FALSE
Minifig Lower Body,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Lower Body,Minifig Upper Body,FALSE
Minifig Lower Body,Minifigs,FALSE
Minifig Lower Body,Modulex,FALSE
Minifig Lower Body,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Lower Body,Non-System Parts,FALSE
Minifig Lower Body,Other,FALSE
Minifig Lower Body,Panels,FALSE
Minifig Lower Body,Pen & Watch,FALSE
Minifig Lower Body,Plants & Trees,FALSE
Minifig Lower Body,Plates,FALSE
Minifig Lower Body,Plates Angled,FALSE
Minifig Lower Body,Plates Round Curved and Dishes,FALSE
Minifig Lower Body,Plates Special,FALSE
Minifig Lower Body,Pneumatics,FALSE
Minifig Lower Body,Projectiles / Launchers,FALSE
Minifig Lower Body,Rock,FALSE
Minifig Lower Body,Stickers,FALSE
Minifig Lower Body,"String, Bands and Reels",FALSE
Minifig Lower Body,"Supports, Girders and Cranes",FALSE
Minifig Lower Body,Technic Axles,FALSE
Minifig Lower Body,Technic Beams,FALSE
Minifig Lower Body,Technic Beams Special,FALSE
Minifig Lower Body,Technic Bricks,FALSE
Minifig Lower Body,Technic Bushes,FALSE
Minifig Lower Body,Technic Connectors,FALSE
Minifig Lower Body,Technic Gears,FALSE
Minifig Lower Body,Technic Panels,FALSE
Minifig Lower Body,Technic Pins,FALSE
Minifig Lower Body,Technic Special,FALSE
Minifig Lower Body,"Technic Steering, Suspension and Engine",FALSE
Minifig Lower Body,Tiles,FALSE
Minifig Lower Body,Tiles Round and Curved,FALSE
Minifig Lower Body,Tiles Special,FALSE
Minifig Lower Body,Tools,FALSE
Minifig Lower Body,Transportation - Land,FALSE
Minifig Lower Body,Transportation - Sea and Air,FALSE
Minifig Lower Body,Tubes and Hoses,FALSE
Minifig Lower Body,Wheels and Tyres,FALSE
Minifig Lower Body,Windows and Doors,FALSE
Minifig Lower Body,Windscreens and Fuselage,FALSE
Minifig Lower Body,Znap,FALSE
Minifig Neckwear,Minifig Neckwear,TRUE
Minifig Neckwear,"Minifig Shields, Weapons, & Tools",FALSE
Minifig Neckwear,Minifig Upper Body,FALSE
Minifig Neckwear,Minifigs,FALSE
Minifig Neckwear,Modulex,FALSE
Minifig Neckwear,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Neckwear,Non-System Parts,FALSE
Minifig Neckwear,Other,FALSE
Minifig Neckwear,Panels,FALSE
Minifig Neckwear,Pen & Watch,FALSE
Minifig Neckwear,Plants & Trees,FALSE
Minifig Neckwear,Plates,FALSE
Minifig Neckwear,Plates Angled,FALSE
Minifig Neckwear,Plates Round Curved and Dishes,FALSE
Minifig Neckwear,Plates Special,FALSE
Minifig Neckwear,Pneumatics,FALSE
Minifig Neckwear,Projectiles / Launchers,FALSE
Minifig Neckwear,Rock,FALSE
Minifig Neckwear,Stickers,FALSE
Minifig Neckwear,"String, Bands and Reels",FALSE
Minifig Neckwear,"Supports, Girders and Cranes",FALSE
Minifig Neckwear,Technic Axles,FALSE
Minifig Neckwear,Technic Beams,FALSE
Minifig Neckwear,Technic Beams Special,FALSE
Minifig Neckwear,Technic Bricks,FALSE
Minifig Neckwear,Technic Bushes,FALSE
Minifig Neckwear,Technic Connectors,FALSE
Minifig Neckwear,Technic Gears,FALSE
Minifig Neckwear,Technic Panels,FALSE
Minifig Neckwear,Technic Pins,FALSE
Minifig Neckwear,Technic Special,FALSE
Minifig Neckwear,"Technic Steering, Suspension and Engine",FALSE
Minifig Neckwear,Tiles,FALSE
Minifig Neckwear,Tiles Round and Curved,FALSE
Minifig Neckwear,Tiles Special,FALSE
Minifig Neckwear,Tools,FALSE
Minifig Neckwear,Transportation - Land,FALSE
Minifig Neckwear,Transportation - Sea and Air,FALSE
Minifig Neckwear,Tubes and Hoses,FALSE
Minifig Neckwear,Wheels and Tyres,FALSE
Minifig Neckwear,Windows and Doors,FALSE
Minifig Neckwear,Windscreens and Fuselage,FALSE
Minifig Neckwear,Znap,FALSE
"Minifig Shields, Weapons, & Tools","Minifig Shields, Weapons, & Tools",TRUE
"Minifig Shields, Weapons, & Tools",Minifig Upper Body,FALSE
"Minifig Shields, Weapons, & Tools",Minifigs,FALSE
"Minifig Shields, Weapons, & Tools",Modulex,FALSE
"Minifig Shields, Weapons, & Tools","Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
"Minifig Shields, Weapons, & Tools",Non-System Parts,FALSE
"Minifig Shields, Weapons, & Tools",Other,FALSE
"Minifig Shields, Weapons, & Tools",Panels,FALSE
"Minifig Shields, Weapons, & Tools",Pen & Watch,FALSE
"Minifig Shields, Weapons, & Tools",Plants & Trees,FALSE
"Minifig Shields, Weapons, & Tools",Plates,FALSE
"Minifig Shields, Weapons, & Tools",Plates Angled,FALSE
"Minifig Shields, Weapons, & Tools",Plates Round Curved and Dishes,FALSE
"Minifig Shields, Weapons, & Tools",Plates Special,FALSE
"Minifig Shields, Weapons, & Tools",Pneumatics,FALSE
"Minifig Shields, Weapons, & Tools",Projectiles / Launchers,FALSE
"Minifig Shields, Weapons, & Tools",Rock,FALSE
"Minifig Shields, Weapons, & Tools",Stickers,FALSE
"Minifig Shields, Weapons, & Tools","String, Bands and Reels",FALSE
"Minifig Shields, Weapons, & Tools","Supports, Girders and Cranes",FALSE
"Minifig Shields, Weapons, & Tools",Technic Axles,FALSE
"Minifig Shields, Weapons, & Tools",Technic Beams,FALSE
"Minifig Shields, Weapons, & Tools",Technic Beams Special,FALSE
"Minifig Shields, Weapons, & Tools",Technic Bricks,FALSE
"Minifig Shields, Weapons, & Tools",Technic Bushes,FALSE
"Minifig Shields, Weapons, & Tools",Technic Connectors,FALSE
"Minifig Shields, Weapons, & Tools",Technic Gears,FALSE
"Minifig Shields, Weapons, & Tools",Technic Panels,FALSE
"Minifig Shields, Weapons, & Tools",Technic Pins,FALSE
"Minifig Shields, Weapons, & Tools",Technic Special,FALSE
"Minifig Shields, Weapons, & Tools","Technic Steering, Suspension and Engine",FALSE
"Minifig Shields, Weapons, & Tools",Tiles,FALSE
"Minifig Shields, Weapons, & Tools",Tiles Round and Curved,FALSE
"Minifig Shields, Weapons, & Tools",Tiles Special,FALSE
"Minifig Shields, Weapons, & Tools",Tools,FALSE
"Minifig Shields, Weapons, & Tools",Transportation - Land,FALSE
"Minifig Shields, Weapons, & Tools",Transportation - Sea and Air,FALSE
"Minifig Shields, Weapons, & Tools",Tubes and Hoses,FALSE
"Minifig Shields, Weapons, & Tools",Wheels and Tyres,FALSE
"Minifig Shields, Weapons, & Tools",Windows and Doors,FALSE
"Minifig Shields, Weapons, & Tools",Windscreens and Fuselage,FALSE
"Minifig Shields, Weapons, & Tools",Znap,FALSE
Minifig Upper Body,Minifig Upper Body,TRUE
Minifig Upper Body,Minifigs,FALSE
Minifig Upper Body,Modulex,FALSE
Minifig Upper Body,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifig Upper Body,Non-System Parts,FALSE
Minifig Upper Body,Other,FALSE
Minifig Upper Body,Panels,FALSE
Minifig Upper Body,Pen & Watch,FALSE
Minifig Upper Body,Plants & Trees,FALSE
Minifig Upper Body,Plates,FALSE
Minifig Upper Body,Plates Angled,FALSE
Minifig Upper Body,Plates Round Curved and Dishes,FALSE
Minifig Upper Body,Plates Special,FALSE
Minifig Upper Body,Pneumatics,FALSE
Minifig Upper Body,Projectiles / Launchers,FALSE
Minifig Upper Body,Rock,FALSE
Minifig Upper Body,Stickers,FALSE
Minifig Upper Body,"String, Bands and Reels",FALSE
Minifig Upper Body,"Supports, Girders and Cranes",FALSE
Minifig Upper Body,Technic Axles,FALSE
Minifig Upper Body,Technic Beams,FALSE
Minifig Upper Body,Technic Beams Special,FALSE
Minifig Upper Body,Technic Bricks,FALSE
Minifig Upper Body,Technic Bushes,FALSE
Minifig Upper Body,Technic Connectors,FALSE
Minifig Upper Body,Technic Gears,FALSE
Minifig Upper Body,Technic Panels,FALSE
Minifig Upper Body,Technic Pins,FALSE
Minifig Upper Body,Technic Special,FALSE
Minifig Upper Body,"Technic Steering, Suspension and Engine",FALSE
Minifig Upper Body,Tiles,FALSE
Minifig Upper Body,Tiles Round and Curved,FALSE
Minifig Upper Body,Tiles Special,FALSE
Minifig Upper Body,Tools,FALSE
Minifig Upper Body,Transportation - Land,FALSE
Minifig Upper Body,Transportation - Sea and Air,FALSE
Minifig Upper Body,Tubes and Hoses,FALSE
Minifig Upper Body,Wheels and Tyres,FALSE
Minifig Upper Body,Windows and Doors,FALSE
Minifig Upper Body,Windscreens and Fuselage,FALSE
Minifig Upper Body,Znap,FALSE
Minifigs,Minifigs,TRUE
Minifigs,Modulex,FALSE
Minifigs,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Minifigs,Non-System Parts,FALSE
Minifigs,Other,FALSE
Minifigs,Panels,FALSE
Minifigs,Pen & Watch,FALSE
Minifigs,Plants & Trees,FALSE
Minifigs,Plates,FALSE
Minifigs,Plates Angled,FALSE
Minifigs,Plates Round Curved and Dishes,FALSE
Minifigs,Plates Special,FALSE
Minifigs,Pneumatics,FALSE
Minifigs,Projectiles / Launchers,FALSE
Minifigs,Rock,FALSE
Minifigs,Stickers,FALSE
Minifigs,"String, Bands and Reels",FALSE
Minifigs,"Supports, Girders and Cranes",FALSE
Minifigs,Technic Axles,FALSE
Minifigs,Technic Beams,FALSE
Minifigs,Technic Beams Special,FALSE
Minifigs,Technic Bricks,FALSE
Minifigs,Technic Bushes,FALSE
Minifigs,Technic Connectors,FALSE
Minifigs,Technic Gears,FALSE
Minifigs,Technic Panels,FALSE
Minifigs,Technic Pins,FALSE
Minifigs,Technic Special,FALSE
Minifigs,"Technic Steering, Suspension and Engine",FALSE
Minifigs,Tiles,FALSE
Minifigs,Tiles Round and Curved,FALSE
Minifigs,Tiles Special,FALSE
Minifigs,Tools,FALSE
Minifigs,Transportation - Land,FALSE
Minifigs,Transportation - Sea and Air,FALSE
Minifigs,Tubes and Hoses,FALSE
Minifigs,Wheels and Tyres,FALSE
Minifigs,Windows and Doors,FALSE
Minifigs,Windscreens and Fuselage,FALSE
Minifigs,Znap,FALSE
Modulex,Modulex,TRUE
Modulex,"Non-Buildable Figures (Duplo, Fabuland, etc)",FALSE
Modulex,Non-System Parts,FALSE
Modulex,Other,FALSE
Modulex,Panels,FALSE
Modulex,Pen & Watch,FALSE
Modulex,Plants & Trees,FALSE
Modulex,Plates,FALSE
Modulex,Plates Angled,FALSE
Modulex,Plates Round Curved and Dishes,FALSE
Modulex,Plates Special,FALSE
Modulex,Pneumatics,FALSE
Modulex,Projectiles / Launchers,FALSE
Modulex,Rock,FALSE
Modulex,Stickers,FALSE
Modulex,"String, Bands and Reels",FALSE
Modulex,"Supports, Girders and Cranes",FALSE
Modulex,Technic Axles,FALSE
Modulex,Technic Beams,FALSE
Modulex,Technic Beams Special,FALSE
Modulex,Technic Bricks,FALSE
Modulex,Technic Bushes,FALSE
Modulex,Technic Connectors,FALSE
Modulex,Technic Gears,FALSE
Modulex,Technic Panels,FALSE
Modulex,Technic Pins,FALSE
Modulex,Technic Special,FALSE
Modulex,"Technic Steering, Suspension and Engine",FALSE
Modulex,Tiles,FALSE
Modulex,Tiles Round and Curved,FALSE
Modulex,Tiles Special,FALSE
Modulex,Tools,FALSE
Modulex,Transportation - Land,FALSE
Modulex,Transportation - Sea and Air,FALSE
Modulex,Tubes and Hoses,FALSE
Modulex,Wheels and Tyres,FALSE
Modulex,Windows and Doors,FALSE
Modulex,Windscreens and Fuselage,FALSE
Modulex,Znap,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)","Non-Buildable Figures (Duplo, Fabuland, etc)",TRUE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Non-System Parts,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Other,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Panels,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Pen & Watch,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Plants & Trees,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Plates,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Plates Angled,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Plates Round Curved and Dishes,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Plates Special,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Pneumatics,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Projectiles / Launchers,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Rock,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Stickers,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)","String, Bands and Reels",FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)","Supports, Girders and Cranes",FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Axles,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Beams,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Beams Special,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Bricks,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Bushes,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Connectors,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Gears,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Panels,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Pins,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Technic Special,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)","Technic Steering, Suspension and Engine",FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Tiles,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Tiles Round and Curved,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Tiles Special,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Tools,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Transportation - Land,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Transportation - Sea and Air,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Tubes and Hoses,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Wheels and Tyres,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Windows and Doors,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Windscreens and Fuselage,FALSE
"Non-Buildable Figures (Duplo, Fabuland, etc)",Znap,FALSE
Non-System Parts,Non-System Parts,TRUE
Non-System Parts,Other,FALSE
Non-System Parts,Panels,FALSE
Non-System Parts,Pen & Watch,FALSE
Non-System Parts,Plants & Trees,FALSE
Non-System Parts,Plates,FALSE
Non-System Parts,Plates Angled,FALSE
Non-System Parts,Plates Round Curved and Dishes,FALSE
Non-System Parts,Plates Special,FALSE
Non-System Parts,Pneumatics,FALSE
Non-System Parts,Projectiles / Launchers,FALSE
Non-System Parts,Rock,FALSE
Non-System Parts,Stickers,FALSE
Non-System Parts,"String, Bands and Reels",FALSE
Non-System Parts,"Supports, Girders and Cranes",FALSE
Non-System Parts,Technic Axles,FALSE
Non-System Parts,Technic Beams,FALSE
Non-System Parts,Technic Beams Special,FALSE
Non-System Parts,Technic Bricks,FALSE
Non-System Parts,Technic Bushes,FALSE
Non-System Parts,Technic Connectors,FALSE
Non-System Parts,Technic Gears,FALSE
Non-System Parts,Technic Panels,FALSE
Non-System Parts,Technic Pins,FALSE
Non-System Parts,Technic Special,FALSE
Non-System Parts,"Technic Steering, Suspension and Engine",FALSE
Non-System Parts,Tiles,FALSE
Non-System Parts,Tiles Round and Curved,FALSE
Non-System Parts,Tiles Special,FALSE
Non-System Parts,Tools,FALSE
Non-System Parts,Transportation - Land,FALSE
Non-System Parts,Transportation - Sea and Air,FALSE
Non-System Parts,Tubes and Hoses,FALSE
Non-System Parts,Wheels and Tyres,FALSE
Non-System Parts,Windows and Doors,FALSE
Non-System Parts,Windscreens and Fuselage,FALSE
Non-System Parts,Znap,FALSE
Other,Other,TRUE
Other,Panels,FALSE
Other,Pen & Watch,FALSE
Other,Plants & Trees,FALSE
Other,Plates,FALSE
Other,Plates Angled,FALSE
Other,Plates Round Curved and Dishes,FALSE
Other,Plates Special,FALSE
Other,Pneumatics,FALSE
Other,Projectiles / Launchers,FALSE
Other,Rock,FALSE
Other,Stickers,FALSE
Other,"String, Bands and Reels",FALSE
Other,"Supports, Girders and Cranes",FALSE
Other,Technic Axles,FALSE
Other,Technic Beams,FALSE
Other,Technic Beams Special,FALSE
Other,Technic Bricks,FALSE
Other,Technic Bushes,FALSE
Other,Technic Connectors,FALSE
Other,Technic Gears,FALSE
Other,Technic Panels,FALSE
Other,Technic Pins,FALSE
Other,Technic Special,FALSE
Other,"Technic Steering, Suspension and Engine",FALSE
Other,Tiles,FALSE
Other,Tiles Round and Curved,FALSE
Other,Tiles Special,FALSE
Other,Tools,FALSE
Other,Transportation - Land,FALSE
Other,Transportation - Sea and Air,FALSE
Other,Tubes and Hoses,FALSE
Other,Wheels and Tyres,FALSE
Other,Windows and Doors,FALSE
Other,Windscreens and Fuselage,FALSE
Other,Znap,FALSE
Panels,Panels,TRUE
Panels,Pen & Watch,FALSE
Panels,Plants & Trees,FALSE
Panels,Plates,FALSE
Panels,Plates Angled,FALSE
Panels,Plates Round Curved and Dishes,FALSE
Panels,Plates Special,FALSE
Panels,Pneumatics,FALSE
Panels,Projectiles / Launchers,FALSE
Panels,Rock,FALSE
Panels,Stickers,FALSE
Panels,"String, Bands and Reels",FALSE
Panels,"Supports, Girders and Cranes",FALSE
Panels,Technic Axles,FALSE
Panels,Technic Beams,FALSE
Panels,Technic Beams Special,FALSE
Panels,Technic Bricks,FALSE
Panels,Technic Bushes,FALSE
Panels,Technic Connectors,FALSE
Panels,Technic Gears,FALSE
Panels,Technic Panels,FALSE
Panels,Technic Pins,FALSE
Panels,Technic Special,FALSE
Panels,"Technic Steering, Suspension and Engine",FALSE
Panels,Tiles,FALSE
Panels,Tiles Round and Curved,FALSE
Panels,Tiles Special,FALSE
Panels,Tools,FALSE
Panels,Transportation - Land,FALSE
Panels,Transportation - Sea and Air,FALSE
Panels,Tubes and Hoses,FALSE
Panels,Wheels and Tyres,FALSE
Panels,Windows and Doors,FALSE
Panels,Windscreens and Fuselage,FALSE
Panels,Znap,FALSE
Pen & Watch,Pen & Watch,TRUE
Pen & Watch,Plants & Trees,FALSE
Pen & Watch,Plates,FALSE
Pen & Watch,Plates Angled,FALSE
Pen & Watch,Plates Round Curved and Dishes,FALSE
Pen & Watch,Plates Special,FALSE
Pen & Watch,Pneumatics,FALSE
Pen & Watch,Projectiles / Launchers,FALSE
Pen & Watch,Rock,FALSE
Pen & Watch,Stickers,FALSE
Pen & Watch,"String, Bands and Reels",FALSE
Pen & Watch,"Supports, Girders and Cranes",FALSE
Pen & Watch,Technic Axles,FALSE
Pen & Watch,Technic Beams,FALSE
Pen & Watch,Technic Beams Special,FALSE
Pen & Watch,Technic Bricks,FALSE
Pen & Watch,Technic Bushes,FALSE
Pen & Watch,Technic Connectors,FALSE
Pen & Watch,Technic Gears,FALSE
Pen & Watch,Technic Panels,FALSE
Pen & Watch,Technic Pins,FALSE
Pen & Watch,Technic Special,FALSE
Pen & Watch,"Technic Steering, Suspension and Engine",FALSE
Pen & Watch,Tiles,FALSE
Pen & Watch,Tiles Round and Curved,FALSE
Pen & Watch,Tiles Special,FALSE
Pen & Watch,Tools,FALSE
Pen & Watch,Transportation - Land,FALSE
Pen & Watch,Transportation - Sea and Air,FALSE
Pen & Watch,Tubes and Hoses,FALSE
Pen & Watch,Wheels and Tyres,FALSE
Pen & Watch,Windows and Doors,FALSE
Pen & Watch,Windscreens and Fuselage,FALSE
Pen & Watch,Znap,FALSE
Plants & Trees,Plants & Trees,TRUE
Plants & Trees,Plates,FALSE
Plants & Trees,Plates Angled,FALSE
Plants & Trees,Plates Round Curved and Dishes,FALSE
Plants & Trees,Plates Special,FALSE
Plants & Trees,Pneumatics,FALSE
Plants & Trees,Projectiles / Launchers,FALSE
Plants & Trees,Rock,FALSE
Plants & Trees,Stickers,FALSE
Plants & Trees,"String, Bands and Reels",FALSE
Plants & Trees,"Supports, Girders and Cranes",FALSE
Plants & Trees,Technic Axles,FALSE
Plants & Trees,Technic Beams,FALSE
Plants & Trees,Technic Beams Special,FALSE
Plants & Trees,Technic Bricks,FALSE
Plants & Trees,Technic Bushes,FALSE
Plants & Trees,Technic Connectors,FALSE
Plants & Trees,Technic Gears,FALSE
Plants & Trees,Technic Panels,FALSE
Plants & Trees,Technic Pins,FALSE
Plants & Trees,Technic Special,FALSE
Plants & Trees,"Technic Steering, Suspension and Engine",FALSE
Plants & Trees,Tiles,FALSE
Plants & Trees,Tiles Round and Curved,FALSE
Plants & Trees,Tiles Special,FALSE
Plants & Trees,Tools,FALSE
Plants & Trees,Transportation - Land,FALSE
Plants & Trees,Transportation - Sea and Air,FALSE
Plants & Trees,Tubes and Hoses,FALSE
Plants & Trees,Wheels and Tyres,FALSE
Plants & Trees,Windows and Doors,FALSE
Plants & Trees,Windscreens and Fuselage,FALSE
Plants & Trees,Znap,FALSE
Plates,Plates,TRUE
Plates,Plates Angled,FALSE
Plates,Plates Round Curved and Dishes,FALSE
Plates,Plates Special,FALSE
Plates,Pneumatics,FALSE
Plates,Projectiles / Launchers,FALSE
Plates,Rock,FALSE
Plates,Stickers,FALSE
Plates,"String, Bands and Reels",FALSE
Plates,"Supports, Girders and Cranes",FALSE
Plates,Technic Axles,FALSE
Plates,Technic Beams,FALSE
Plates,Technic Beams Special,FALSE
Plates,Technic Bricks,FALSE
Plates,Technic Bushes,FALSE
Plates,Technic Connectors,FALSE
Plates,Technic Gears,FALSE
Plates,Technic Panels,FALSE
Plates,Technic Pins,FALSE
Plates,Technic Special,FALSE
Plates,"Technic Steering, Suspension and Engine",FALSE
Plates,Tiles,FALSE
Plates,Tiles Round and Curved,FALSE
Plates,Tiles Special,FALSE
Plates,Tools,FALSE
Plates,Transportation - Land,FALSE
Plates,Transportation - Sea and Air,FALSE
Plates,Tubes and Hoses,FALSE
Plates,Wheels and Tyres,FALSE
Plates,Windows and Doors,FALSE
Plates,Windscreens and Fuselage,FALSE
Plates,Znap,FALSE
Plates Angled,Plates Angled,TRUE
Plates Angled,Plates Round Curved and Dishes,FALSE
Plates Angled,Plates Special,FALSE
Plates Angled,Pneumatics,FALSE
Plates Angled,Projectiles / Launchers,FALSE
Plates Angled,Rock,FALSE
Plates Angled,Stickers,FALSE
Plates Angled,"String, Bands and Reels",FALSE
Plates Angled,"Supports, Girders and Cranes",FALSE
Plates Angled,Technic Axles,FALSE
Plates Angled,Technic Beams,FALSE
Plates Angled,Technic Beams Special,FALSE
Plates Angled,Technic Bricks,FALSE
Plates Angled,Technic Bushes,FALSE
Plates Angled,Technic Connectors,FALSE
Plates Angled,Technic Gears,FALSE
Plates Angled,Technic Panels,FALSE
Plates Angled,Technic Pins,FALSE
Plates Angled,Technic Special,FALSE
Plates Angled,"Technic Steering, Suspension and Engine",FALSE
Plates Angled,Tiles,FALSE
Plates Angled,Tiles Round and Curved,FALSE
Plates Angled,Tiles Special,FALSE
Plates Angled,Tools,FALSE
Plates Angled,Transportation - Land,FALSE
