"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3832#1","3832","plate","Plate 2 x 10","3710#2","3710","plate","Plate 1 x 4","touch"
"3832#1","3832","plate","Plate 2 x 10","3020#1","3020","plate","Plate 2 x 4","touch"
"3832#1","3832","plate","Plate 2 x 10","3710#3","3710","plate","Plate 1 x 4","touch"
"3832#1","3832","plate","Plate 2 x 10","3710#4","3710","plate","Plate 1 x 4","touch"
"3832#1","3832","plate","Plate 2 x 10","3710#5","3710","plate","Plate 1 x 4","touch"
"3832#1","3832","plate","Plate 2 x 10","3710#6","3710","plate","Plate 1 x 4","stack"
"3832#1","3832","plate","Plate 2 x 10","3023#1","3023","plate","Plate 1 x 2","stack"
"3832#1","3832","plate","Plate 2 x 10","4085a#1","4085a","bracket","Plate Special 1 x 1 with Clip Vertical [Thin Open O Clip]","stack"
"3832#1","3832","plate","Plate 2 x 10","4085a#2","4085a","bracket","Plate Special 1 x 1 with Clip Vertical [Thin Open O Clip]","stack"
"3832#1","3832","plate","Plate 2 x 10","3023#2","3023","plate","Plate 1 x 2","stack"
"3832#1","3832","plate","Plate 2 x 10","3962a#1","3962a","minifig","Equipment Radio [Compact Handle]","stack"
"3832#1","3832","plate","Plate 2 x 10","3820#1","3820","minifig","Minifig Hand","touch"
"3022#1","3022","plate","Plate 2 x 2","3710#1","3710","plate","Plate 1 x 4","touch"
"3022#1","3022","plate","Plate 2 x 2","3024#1","3024","plate","Plate 1 x 1","stack"
"3022#1","3022","plate","Plate 2 x 2","3024#2","3024","plate","Plate 1 x 1","stack"
"3022#1","3022","plate","Plate 2 x 2","3710#2","3710","plate","Plate 1 x 4","touch"
"3022#1","3022","plate","Plate 2 x 2","3020#1","3020","plate","Plate 2 x 4","touch"
"3022#1","3022","plate","Plate 2 x 2","4600#2","4600","wheel_holder","Plate Special 2 x 2 with Wheel Holders","touch"
"3022#2","3022","plate","Plate 2 x 2","3024#3","3024","plate","Plate 1 x 1","stack"
"3022#2","3022","plate","Plate 2 x 2","3024#4","3024","plate","Plate 1 x 1","stack"
"3022#2","3022","plate","Plate 2 x 2","3710#2","3710","plate","Plate 1 x 4","touch"
"3022#2","3022","plate","Plate 2 x 2","3004#1","3004","brick","Brick 1 x 2","stack"
"3022#2","3022","plate","Plate 2 x 2","3710#5","3710","plate","Plate 1 x 4","stack"
"3022#2","3022","plate","Plate 2 x 2","4488#1","4488","wheel_holder","Plate Special 2 x 2 with Wheel Holder","stack"
"3022#2","3022","plate","Plate 2 x 2","3710#6","3710","plate","Plate 1 x 4","stack"
"3022#2","3022","plate","Plate 2 x 2","3023#1","3023","plate","Plate 1 x 2","stack"
"3022#2","3022","plate","Plate 2 x 2","4600#1","4600","wheel_holder","Plate Special 2 x 2 with Wheel Holders","touch"
"3710#1","3710","plate","Plate 1 x 4","3024#1","3024","plate","Plate 1 x 1","touch"
"3710#1","3710","plate","Plate 1 x 4","3024#2","3024","plate","Plate 1 x 1","touch"
"3710#1","3710","plate","Plate 1 x 4","3020#1","3020","plate","Plate 2 x 4","touch"
"3710#1","3710","plate","Plate 1 x 4","3002#1","3002","brick","Brick 2 x 3","stack"
"3710#1","3710","plate","Plate 1 x 4","4070#1","4070","brick","Brick Special 1 x 1 with Headlight","stack"
