id,x,y,group,col,pch,y_variable,x_variable
Phyt-marine,0.8207070707070719,-0.36564885496183175,2,green,19,D,H'
Phyt-marine,0.8333333333333349,-0.3198473282442744,2,green,19,D,H'
Phyt-marine,0.8964646464646483,-0.3249363867684476,2,green,19,D,H'
Phyt-marine,0.8964646464646483,-0.3045801526717554,2,green,19,D,H'
Phyt-marine,0.7954545454545466,-0.307124681933842,2,green,19,D,H'
Phyt-marine,0.7449494949494965,-0.2918575063613229,2,green,19,D,H'
Phyt-marine,0.8333333333333349,-0.23078880407124658,2,green,19,D,H'
Phyt-marine,1.2373737373737392,-0.14936386768447818,2,green,19,D,H'
Phyt-marine,1.1868686868686877,-0.08829516539440174,2,green,19,D,H'
Phyt-marine,1.4898989898989914,-0.11628498727735337,2,green,19,D,H'
Phyt-marine,1.4520202020202033,-0.08575063613231515,2,green,19,D,H'
Phyt-marine,1.4141414141414153,-0.06793893129770967,2,green,19,D,H'
Phyt-marine,1.3131313131313145,-0.042493638676844414,2,green,19,D,H'
Phyt-marine,1.1868686868686877,-0.03486005089058497,2,green,19,D,H'
Phyt-marine,0.9722222222222238,-0.027226463104325527,2,green,19,D,H'
Phyt-marine,1.047979797979799,-0.022137404580152342,2,green,19,D,H'
Phyt-marine,1.0353535353535372,-0.004325699745546752,2,green,19,D,H'
Phyt-marine,1.1616161616161627,0.026208651399491245,2,green,19,D,H'
Phyt-marine,1.1994949494949507,0.003307888040712914,2,green,19,D,H'
Phyt-marine,1.2626262626262643,0.008396946564885654,2,green,19,D,H'
Phyt-marine,1.363636363636365,0.01603053435114532,2,green,19,D,H'
Phyt-marine,1.4267676767676782,0.03638676844783739,2,green,19,D,H'
Phyt-marine,1.3005050505050515,0.05928753180661617,2,green,19,D,H'
Phyt-marine,1.33838383838384,0.10254452926208679,2,green,19,D,H'
Phyt-marine,1.4898989898989914,0.133078880407125,2,green,19,D,H'
Phyt-marine,1.5909090909090922,-0.014503816793892899,2,green,19,D,H'
Phyt-marine,1.4015151515151532,-0.01704834605597938,2,green,19,D,H'
Phyt-marine,1.919191919191921,0.023664122137404986,2,green,19,D,H'
Phyt-marine,1.8055555555555576,0.0516539440203565,2,green,19,D,H'
Phyt-marine,1.704545454545456,0.04402035623409706,2,green,19,D,H'
Phyt-marine,1.6287878787878807,0.08218829516539472,2,green,19,D,H'
Phyt-marine,1.4772727272727284,0.06183206106870265,2,green,19,D,H'
Phyt-marine,1.553030303030304,0.09745547073791361,2,green,19,D,H'
Phyt-marine,1.57828282828283,0.10763358778625975,2,green,19,D,H'
Phyt-marine,1.6414141414141423,0.11272264631043294,2,green,19,D,H'
Phyt-marine,1.6161616161616172,0.12035623409669238,2,green,19,D,H'
Phyt-marine,1.7803030303030316,0.11272264631043294,2,green,19,D,H'
Phyt-marine,1.8181818181818192,0.09745547073791361,2,green,19,D,H'
Phyt-marine,1.7803030303030316,0.08218829516539472,2,green,19,D,H'
Phyt-marine,1.8813131313131328,0.09236641221374087,2,green,19,D,H'
Phyt-marine,1.9065656565656584,0.07455470737913528,2,green,19,D,H'
