id,x,y,group,col,pch,y_variable,x_variable
Circ,4.639657009698433,1.230684540042251,2,green,19,D,H'
Circ,4.381140435381334,1.2585424236604577,2,green,19,D,H'
Circ,4.522149475917931,1.277114346072595,2,green,19,D,H'
Circ,4.78066605023503,1.277114346072595,2,green,19,D,H'
Circ,4.898173584015532,1.3096152102938357,2,green,19,D,H'
Circ,4.757164543478932,1.3235441521029383,2,green,19,D,H'
Circ,4.94517659752773,1.332830113309008,2,green,19,D,H'
Circ,4.663158516454532,1.3421160745150762,2,green,19,D,H'
Circ,4.757164543478932,1.365330977530248,2,green,19,D,H'
Circ,4.94517659752773,1.3467590551181106,2,green,19,D,H'
Circ,5.133188651576532,1.3792599193393515,2,green,19,D,H'
Circ,5.57971727994243,1.453547608987901,2,green,19,D,H'
Circ,5.767729333991228,1.4814054926061075,2,green,19,D,H'
Circ,5.01568111779603,1.434975686575764,2,green,19,D,H'
Circ,4.921675090771631,1.4581905895909353,2,green,19,D,H'
Circ,5.086185638064331,1.4628335701939696,2,green,19,D,H'
Circ,5.203693171844829,1.4999774150182454,2,green,19,D,H'
Circ,5.4387082394058295,1.5046203956212798,2,green,19,D,H'
Circ,5.57971727994243,1.5603361628576922,2,green,19,D,H'
Circ,5.767729333991228,1.6067659688880358,2,green,19,D,H'
Circ,5.861735361015628,1.648552794315345,2,green,19,D,H'
Circ,6.214257962357126,1.750698367582101,2,green,19,D,H'
Circ,6.425771523162027,1.7924851930094103,2,green,19,D,H'
Circ,6.660786590723028,1.7739132705972733,2,green,19,D,H'
Circ,6.613783577210826,1.8807018244670641,2,green,19,D,H'
Circ,6.7782941245035255,1.8946307662761672,2,green,19,D,H'
Circ,7.2718257663816255,2.071064029191474,2,green,19,D,H'
Circ,7.4598378204304225,2.0989219128096797,2,green,19,D,H'
Mecc,3.394077151625136,0.8221022469752257,3,purple,19,D,H'
Mecc,4.475146462405733,0.9335337814480509,3,purple,19,D,H'
Mecc,4.451644955649635,0.8871039754177072,3,purple,19,D,H'
Mecc,4.6161555029423305,0.8592460917995011,3,purple,19,D,H'
Mecc,4.0991223543081325,0.8592460917995011,3,purple,19,D,H'
Mecc,4.216629888088634,0.8360311887843292,3,purple,19,D,H'
Mecc,4.334137421869133,0.8592460917995011,3,purple,19,D,H'
Mecc,3.958113313771535,0.8267452275782605,3,purple,19,D,H'
Mecc,4.005116327283733,0.8035303245630887,3,purple,19,D,H'
Mecc,4.169626874576433,0.8035303245630887,3,purple,19,D,H'
Mecc,4.216629888088634,0.7849584021509508,3,purple,19,D,H'
Mecc,4.475146462405733,0.8081733051661231,3,purple,19,D,H'
Mecc,4.545650982674034,0.7571005185327451,3,purple,19,D,H'
Mecc,4.404641942137434,0.7478145573266759,3,purple,19,D,H'
Mecc,4.451644955649635,0.7245996543115041,3,purple,19,D,H'
Mecc,4.404641942137434,0.6967417706932979,3,purple,19,D,H'
Mecc,4.381140435381334,0.6549549452659882,3,purple,19,D,H'
Mecc,4.193128381332532,0.6735268676781256,3,purple,19,D,H'
Mecc,4.216629888088634,0.710670712502401,3,purple,19,D,H'
Mecc,4.216629888088634,0.7524575379297103,3,purple,19,D,H'
Mecc,4.052119340795935,0.7710294603418477,3,purple,19,D,H'
Mecc,3.9111103002593337,0.7478145573266759,3,purple,19,D,H'
Mecc,3.817104273234934,0.7571005185327451,3,purple,19,D,H'
Mecc,3.9111103002593337,0.7896013827539852,3,purple,19,D,H'
Mecc,3.253068111088537,0.659597925869023,3,purple,19,D,H'
Mecc,3.793602766478836,0.7245996543115041,3,purple,19,D,H'
Mecc,3.6760952326983354,0.6828128288841948,3,purple,19,D,H'
Mecc,3.8406057799910336,0.6874558094872292,3,purple,19,D,H'
Mecc,3.9111103002593337,0.6735268676781256,3,purple,19,D,H'
Mecc,4.028617834039835,0.6503119646629543,3,purple,19,D,H'
Mecc,3.8406057799910336,0.6503119646629543,3,purple,19,D,H'
Mecc,3.6760952326983354,0.6503119646629543,3,purple,19,D,H'
Mecc,4.263632901600832,0.6085251392356446,3,purple,19,D,H'
Mecc,4.169626874576433,0.5853102362204727,3,purple,19,D,H'
Mecc,4.263632901600832,0.5574523526022666,3,purple,19,D,H'
Mecc,3.958113313771535,0.5945961974265419,3,purple,19,D,H'
Mecc,3.958113313771535,0.6410260034568855,3,purple,19,D,H'
Mecc,3.887608793503235,0.62709706164778245,3,purple,19,D,H'
Mecc,3.6760952326983354,0.6317400422508168,3,purple,19,D,H'
Mecc,3.5820892056739364,0.6456689840599199,3,purple,19,D,H'
Mecc,3.535086192161735,0.5992391780295758,3,purple,19,D,H'
Mecc,3.4175786583812364,0.5945961974265419,3,purple,19,D,H'
Mecc,3.253068111088537,0.5760242750144045,3,purple,19,D,H'
Mecc,3.5115846854056354,0.5574523526022666,3,purple,19,D,H'
Mecc,3.629092219186136,0.5667383138083353,3,purple,19,D,H'
Mecc,3.864107286747136,0.5713812944113696,3,purple,19,D,H'
Mecc,3.6760952326983354,0.5342374495870947,3,purple,19,D,H'
Mecc,3.864107286747136,0.5295944689840604,3,purple,19,D,H'
Mecc,2.3600108543567395,0.25101563280199723,3,purple,19,D,H'
Mecc,2.4540168813811385,0.2881594776262726,3,purple,19,D,H'
Mecc,2.6185274286738385,0.28351649702323867,3,purple,19,D,H'
Mecc,3.182563590820236,0.2742305358171695,3,purple,19,D,H'
Mecc,2.947548523259238,0.3717331284808916,3,purple,19,D,H'
Mecc,2.9240470165031374,0.4042339927021321,3,purple,19,D,H'
Mecc,3.0180530435275363,0.4274488957173044,3,purple,19,D,H'
Mecc,3.1120590705519375,0.48316466295371674,3,purple,19,D,H'
Mecc,3.981614820527634,0.4181629345112352,3,purple,19,D,H'
Mecc,3.7701012597227326,0.4320918763203383,3,purple,19,D,H'
Mecc,3.723098246210535,0.4692357211446132,3,purple,19,D,H'
Mecc,3.723098246210535,0.49709360476281983,3,purple,19,D,H'
Mecc,3.535086192161735,0.5156655271749568,3,purple,19,D,H'
Mecc,3.535086192161735,0.4692357211446132,3,purple,19,D,H'
Mecc,3.370575644869037,0.5063795659688881,3,purple,19,D,H'
Mecc,3.3470741381129354,0.4785216823506824,3,purple,19,D,H'
Mecc,3.2765696178446357,0.4645927405415793,3,purple,19,D,H'
Mecc,3.3235726313568352,0.4320918763203383,3,purple,19,D,H'
Mecc,1.5844611314054422,-0.15292367966199305,3,purple,19,D,H'
Mecc,3.2295666043324363,0.4274488957173044,3,purple,19,D,H'
Mecc,3.2765696178446357,0.39959101209909775,3,purple,19,D,H'
Mecc,3.394077151625136,0.4135199539082004,3,purple,19,D,H'
Mecc,3.6055907124300344,0.42280591511426957,3,purple,19,D,H'
Mecc,3.5820892056739364,0.38566207028999466,3,purple,19,D,H'
Mecc,3.370575644869037,0.37637610908392594,3,purple,19,D,H'
Mecc,4.357638928625231,0.8035303245630887,3,purple,19,D,H'
