"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"3005#2","3005","brick","Brick 1 x 1","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","touch"
"3005#2","3005","brick","Brick 1 x 1","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3004#1","3004","brick","Brick 1 x 2","3020#1","3020","plate","Plate 2 x 4","touch"
"3004#1","3004","brick","Brick 1 x 2","3024#5","3024","plate","Plate 1 x 1","touch"
"3004#1","3004","brick","Brick 1 x 2","3024#6","3024","plate","Plate 1 x 1","touch"
"3004#1","3004","brick","Brick 1 x 2","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","touch"
"3004#1","3004","brick","Brick 1 x 2","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3024#1","3024","plate","Plate 1 x 1","3710#1","3710","plate","Plate 1 x 4","touch"
"3024#1","3024","plate","Plate 1 x 1","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"3024#1","3024","plate","Plate 1 x 1","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"3024#1","3024","plate","Plate 1 x 1","3822#1","3822","panel","Door 1 x 3 x 1 Left","touch"
"3024#1","3024","plate","Plate 1 x 1","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3024#2","3024","plate","Plate 1 x 1","3710#1","3710","plate","Plate 1 x 4","touch"
"3024#2","3024","plate","Plate 1 x 1","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"3024#2","3024","plate","Plate 1 x 1","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"3024#2","3024","plate","Plate 1 x 1","3821#1","3821","panel","Door 1 x 3 x 1 Right","touch"
"3024#2","3024","plate","Plate 1 x 1","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3710#1","3710","plate","Plate 1 x 4","3829a#1","3829a","other","Sticker Sheet for Set 163-1","touch"
"3710#1","3710","plate","Plate 1 x 4","3828#1","3828","other","3828","touch"
"3710#1","3710","plate","Plate 1 x 4","4079#1","4079","other","Seat / Chair 2 x 2","stack"
"3710#1","3710","plate","Plate 1 x 4","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"3710#1","3710","plate","Plate 1 x 4","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"3710#1","3710","plate","Plate 1 x 4","3821#1","3821","panel","Door 1 x 3 x 1 Right","touch"
"3710#1","3710","plate","Plate 1 x 4","3822#1","3822","panel","Door 1 x 3 x 1 Left","touch"
"3710#1","3710","plate","Plate 1 x 4","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3020#1","3020","plate","Plate 2 x 4","4079#1","4079","other","Seat / Chair 2 x 2","stack"
"3020#1","3020","plate","Plate 2 x 4","3024#5","3024","plate","Plate 1 x 1","touch"
"3020#1","3020","plate","Plate 2 x 4","3024#6","3024","plate","Plate 1 x 1","touch"
"3020#1","3020","plate","Plate 2 x 4","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","touch"
"3020#1","3020","plate","Plate 2 x 4","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","3828#1","3828","other","3828","stack"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","4079#1","4079","other","Seat / Chair 2 x 2","touch"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","3821#1","3821","panel","Door 1 x 3 x 1 Right","touch"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","3822#1","3822","panel","Door 1 x 3 x 1 Left","touch"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","u9132c01#2","u9132c01","other","u9132c01","stack"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"3829a#1","3829a","other","Sticker Sheet for Set 163-1","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"3828#1","3828","other","3828","3821#1","3821","panel","Door 1 x 3 x 1 Right","touch"
"3828#1","3828","other","3828","3822#1","3822","panel","Door 1 x 3 x 1 Left","touch"
"3828#1","3828","other","3828","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","stack"
"4079#1","4079","other","Seat / Chair 2 x 2","3821#1","3821","panel","Door 1 x 3 x 1 Right","stack"
"4079#1","4079","other","Seat / Chair 2 x 2","3822#1","3822","panel","Door 1 x 3 x 1 Left","stack"
"4079#1","4079","other","Seat / Chair 2 x 2","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","stack"
"3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","3024#3","3024","plate","Plate 1 x 1","touch"
"3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","3024#4","3024","plate","Plate 1 x 1","touch"
"3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"3068b#1","3068b","tile","Tile 2 x 2 with Groove","3821#1","3821","panel","Door 1 x 3 x 1 Right","touch"
"3068b#1","3068b","tile","Tile 2 x 2 with Groove","3822#1","3822","panel","Door 1 x 3 x 1 Left","touch"
"3068b#1","3068b","tile","Tile 2 x 2 with Groove","3024#3","3024","plate","Plate 1 x 1","touch"
"3068b#1","3068b","tile","Tile 2 x 2 with Groove","3024#4","3024","plate","Plate 1 x 1","touch"
"3068b#1","3068b","tile","Tile 2 x 2 with Groove","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","stack"
"3821#1","3821","panel","Door 1 x 3 x 1 Right","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3822#1","3822","panel","Door 1 x 3 x 1 Left","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3024#5","3024","plate","Plate 1 x 1","3818#1","3818","other","3818","stack"
"3024#5","3024","plate","Plate 1 x 1","3820#2","3820","minifig","Minifig Hand","touch"
"3024#6","3024","plate","Plate 1 x 1","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","touch"
"3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","stack"
"422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","u9132c01#1","u9132c01","other","u9132c01","touch"
"422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","3641#4","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"u9132c01#1","u9132c01","other","u9132c01","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"u9132c01#1","u9132c01","other","u9132c01","3641#4","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","u9132c01#2","u9132c01","other","u9132c01","touch"
"422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"u9132c01#2","u9132c01","other","u9132c01","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"u9132c01#2","u9132c01","other","u9132c01","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","touch"
"3815#1","3815","other","3815","3816#1","3816","minifig","Leg, Right","touch"
"3815#1","3815","other","3815","3817#1","3817","minifig","Leg, Left","touch"
"3815#1","3815","other","3815","973#1","973","other","973","stack"
"3815#1","3815","other","3815","3818#1","3818","other","3818","stack"
"3815#1","3815","other","3815","3819#1","3819","other","3819","stack"
"3815#1","3815","other","3815","3820#1","3820","minifig","Minifig Hand","touch"
"3815#1","3815","other","3815","3820#2","3820","minifig","Minifig Hand","touch"
"3816#1","3816","minifig","Leg, Right","3817#1","3817","minifig","Leg, Left","touch"
"3816#1","3816","minifig","Leg, Right","3820#1","3820","minifig","Minifig Hand","touch"
"3816#1","3816","minifig","Leg, Right","3820#2","3820","minifig","Minifig Hand","touch"
"3817#1","3817","minifig","Leg, Left","3820#1","3820","minifig","Minifig Hand","touch"
"3817#1","3817","minifig","Leg, Left","3820#2","3820","minifig","Minifig Hand","touch"
"973#1","973","other","973","3818#1","3818","other","3818","touch"
"973#1","973","other","973","3819#1","3819","other","3819","touch"
"973#1","973","other","973","3820#1","3820","minifig","Minifig Hand","stack"
"973#1","973","other","973","3820#2","3820","minifig","Minifig Hand","stack"
"973#1","973","other","973","3626ap01#1","3626ap01","minifig","Minifig Head [Plain] [Solid Stud]","stack"
"973#1","973","other","973","3629#1","3629","minifig","Hat Cowboy","stack"
"3818#1","3818","other","3818","3819#1","3819","other","3819","touch"
"3818#1","3818","other","3818","3820#2","3820","minifig","Minifig Hand","touch"
"3819#1","3819","other","3819","3820#1","3820","minifig","Minifig Hand","touch"
"3819#1","3819","other","3819","3820#2","3820","minifig","Minifig Hand","touch"
"3626ap01#1","3626ap01","minifig","Minifig Head [Plain] [Solid Stud]","3629#1","3629","minifig","Hat Cowboy","touch"
