"part_A","num_A","fam_A","name_A","part_B","num_B","fam_B","name_B","criterion"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3005#1","3005","brick","Brick 1 x 1","stack"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3005#2","3005","brick","Brick 1 x 1","stack"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3710#1","3710","plate","Plate 1 x 4","stack"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3020#1","3020","plate","Plate 2 x 4","stack"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3829a#1","3829a","other","Sticker Sheet for Set 163-1","touch"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","4079#1","4079","other","Seat / Chair 2 x 2","touch"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3821#1","3821","panel","Door 1 x 3 x 1 Right","stack"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3822#1","3822","panel","Door 1 x 3 x 1 Left","stack"
"4212a#1","4212a","other","Vehicle Base 4 x 10 x 2/3 with 2 x 2 Recessed Center with Center Hole, 1 x 2 Cutouts (Early Version)","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","stack"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3937#1","3937","minifig","Hinge Brick 1 x 2 Base","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3829a#1","3829a","other","Sticker Sheet for Set 163-1","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3828#1","3828","other","3828","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","u9132c01#2","u9132c01","other","u9132c01","stack"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3788#1","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3788#2","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3788#2","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3788#2","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3788#2","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","u9132c01#1","u9132c01","other","u9132c01","stack"
"3788#2","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3788#2","3788","wheel","Wheel Arch, Mudguard 2 x 4 Studded","3641#4","3641","tyre","Tyre 15 x 6 Offset Tread Small","tyre-hub"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3024#1","3024","plate","Plate 1 x 1","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3024#2","3024","plate","Plate 1 x 1","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3710#1","3710","plate","Plate 1 x 4","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3024#3","3024","plate","Plate 1 x 1","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3024#4","3024","plate","Plate 1 x 1","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"3937#1","3937","minifig","Hinge Brick 1 x 2 Base","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","3024#1","3024","plate","Plate 1 x 1","touch"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","3710#1","3710","plate","Plate 1 x 4","touch"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","3024#3","3024","plate","Plate 1 x 1","touch"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"4070#1","4070","minifig","Brick Special 1 x 1 with Headlight","3641#1","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","3024#2","3024","plate","Plate 1 x 1","touch"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","3710#1","3710","plate","Plate 1 x 4","touch"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","3938#1","3938","minifig","Hinge Brick 1 x 2 Top Plate Thin","touch"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","3068b#1","3068b","tile","Tile 2 x 2 with Groove","touch"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","3024#4","3024","plate","Plate 1 x 1","touch"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","422#2","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"4070#2","4070","minifig","Brick Special 1 x 1 with Headlight","3641#2","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","3004#1","3004","brick","Brick 1 x 2","touch"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","3020#1","3020","plate","Plate 2 x 4","touch"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","3024#5","3024","plate","Plate 1 x 1","touch"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","3641#4","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","3818#1","3818","other","3818","touch"
"4070#3","4070","minifig","Brick Special 1 x 1 with Headlight","3820#2","3820","minifig","Minifig Hand","touch"
"4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","3004#1","3004","brick","Brick 1 x 2","touch"
"4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","3020#1","3020","plate","Plate 2 x 4","touch"
"4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","3024#6","3024","plate","Plate 1 x 1","touch"
"4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","3957a#1","3957a","bracket","Antenna 1 x 4 with Rounded Top","touch"
"4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"4070#4","4070","minifig","Brick Special 1 x 1 with Headlight","3641#3","3641","tyre","Tyre 15 x 6 Offset Tread Small","stack"
"3005#1","3005","brick","Brick 1 x 1","3020#1","3020","plate","Plate 2 x 4","touch"
"3005#1","3005","brick","Brick 1 x 1","4079#1","4079","other","Seat / Chair 2 x 2","stack"
"3005#1","3005","brick","Brick 1 x 1","3823#1","3823","panel","Windscreen 2 x 4 x 2","stack"
"3005#1","3005","brick","Brick 1 x 1","422#1","422","technic","Plate Special 2 x 2 with Small Holes for Metal Axle","touch"
"3005#2","3005","brick","Brick 1 x 1","3020#1","3020","plate","Plate 2 x 4","touch"
"3005#2","3005","brick","Brick 1 x 1","4079#1","4079","other","Seat / Chair 2 x 2","stack"
"3005#2","3005","brick","Brick 1 x 1","3823#1","3823","panel","Windscreen 2 x 4 x 2","stack"
