"timescale","netlsd_601_2","netlsd_6600_1"
2.76545800766347,0.162285354048313,0.182438419024098
2.86966582222879,0.156598118981069,0.177426129381579
2.97780038910292,0.151178110849258,0.172672644113112
3.09000967591916,0.146019159775771,0.168169510746127
3.20644722601789,0.14111428934634,0.163907508062975
3.32727236854996,0.136455806620284,0.159876760034489
3.45265043649724,0.132035397583603,0.156066854734906
3.58275299290864,0.127844226489643,0.152466966181234
3.71775806566106,0.123873037459248,0.149065976977622
3.85785039106668,0.120112256676535,0.145852599638863
4.00322166665973,0.11655209352009,0.142815494518381
4.15407081350887,0.113182639012836,0.139943382374387
4.31060424841397,0.109993960056477,0.137225149770412
4.47303616635972,0.106976188036265,0.134649945717966
4.64158883361278,0.104119600535737,0.132207268222409
4.81649289186326,0.101414695084833,0.129887039679151
4.9979876738269,0.0988522540732265,0.127679670375574
5.1863215307398,0.0964234001877845,0.125576109673256
5.3817521721937,0.0941196419723062,0.123567884763328
5.58454701877694,0.0919329093519828,0.121647127193807
5.79498356800364,0.0898555792072564,0.119806587650745
6.01334977403179,0.0878804913147505,0.118039639725841
6.23994444168982,0.0860009551897755,0.116340273614307
6.47507763535091,0.0842107485591627,0.114703080852973
6.71907110321443,0.0825041083590743,0.113123231326931
6.97225871757513,0.0808757152851566,0.111596443842892
7.23498693168257,0.0793206730181869,0.110118951590505
7.50761525381585,0.0778344833047722,0.108687463792921
7.79051673922241,0.0764130180886592,0.107299124790152
8.08407850059403,0.0750524898642934,0.105951471709831
8.3887022377786,0.0737494213625051,0.104642391767031
8.70480478745237,0.0725006155821533,0.103370080105298
9.03281869350499,0.071303127056215,0.10213299895225
9.37319279891774,0.0701542350923226,0.100929838721593
9.72639285994486,0.0690514195631726,0.0997594815549774
10.0929021834384,0.067992339649134,0.0986209676664381
10.473222288189,0.0669748157614804,0.0975134647327684
10.8678735911864,0.0659968147073622,0.0964362404674251
11.2773961197409,0.0650564380036305,0.0953886384247923
11.7023502504379,0.0641519131115982,0.0943700570061845
12.1433174759379,0.0632815872531402,0.0933799315784694
12.6009012006713,0.0624439233830914,0.0924177195696204
13.0757275665162,0.0616374978350981,0.0914828883714673
13.5684463095896,0.0608609991278512,0.0905749058566982
14.079731649324,0.0601132274146556,0.0896932333029729
14.6102832110459,0.05939309407916,0.0888373205099799
15.1608269833196,0.058699621020601,0.0880066028936405
15.7321163113646,0.058031939229415,0.0872005003437862
16.3249329279076,0.0573892863245677,0.0864184176360378
16.9400880228787,0.0567710028034628,0.0856597461940865
17.5784233534159,0.0561765268399295,0.0849238670041218
18.2408123956965,0.0556053875519385,0.0842101544881028
18.9281615401725,0.0550571967450143,0.0835179811465224
19.6414113318434,0.054531639216841,0.0828467227841754
20.3815377572667,0.0540284617806731,0.0821957641344205
21.1495535800634,0.0535474612276593,0.0815645046989269
21.9465097267499,0.0530884714992401,0.0809523646216017
22.7734967247891,0.0526513503790268,0.080358790418046
23.6316461948315,0.0522359660381285,0.0797832603863462
24.5221323991854,0.0518421837783899,0.0792252895320586
25.4461738486377,0.0514698533146189,0.0786844338506002
26.4050349698218,0.0511187969203452,0.0781602938244082
27.4000278354163,0.0507887987332066,0.0776525170104453
28.4325139595394,0.050479595477401,0.0771607996158686
29.5039061607991,0.0501908688138543,0.076684886985635
30.6156704955448,0.0499222394761125,0.0762245729548787
31.7693282639694,0.0496732632938923,0.0757796980502192
32.9664580918035,0.0494434291490644,0.075350146556738
34.2086980904535,0.0492321588527952,0.0749358425000531
35.4977480985362,0.0490388088795512,0.0745367446245786
36.8353720078807,0.0488626738452561,0.0741528404785607
38.2234001771767,0.0487029915743017,0.0737841397428195
39.6637319365748,0.0485589495641776,0.0734306669624324
41.1583381866649,0.0484296926277349,0.0730924538581925
42.7092640953886,0.0483143314717583,0.072769531407064
44.3186318965776,0.0482119519566237,0.0724619218877522
45.9886437939448,0.0481216247752347,0.0721696310887859
47.7215849745052,0.0480424152899348,0.0718926408722457
49.5198267355465,0.0479733932733723,0.0716309022766625
51.3858297294321,0.0479136423129857,0.0713843293280253
53.3221473306725,0.0478622686584315,0.0711527937087323
