"timescale","net","obs","sub_lo","sub_hi","null_lo","null_hi"
0.279114971637539,"601-2",0.763503875627908,0.763715508382818,0.792294569160973,0.762871173941557,0.76532217718961
0.289632564429116,"601-2",0.756059559650846,0.756286324032877,0.785843142513221,0.755382230651534,0.757994517751318
0.300546480490206,"601-2",0.748433115412253,0.748676044362555,0.779239727582062,0.747708164492413,0.750491331804175
0.311871654049304,"601-2",0.740623735589076,0.740883926727212,0.772484089505723,0.739847984176323,0.742812090918532
0.323623582085561,"601-2",0.732630897076521,0.732909516049127,0.765576257976518,0.731800973217399,0.734956552224281
0.335818345534322,"601-2",0.724454381811272,0.72475266572721,0.758516544697553,0.723566710487814,0.726924777860354
0.348472631291726,"601-2",0.716094297993015,0.71641355893514,0.751305561003362,0.715145091191862,0.718717154651168
0.361603755048481,"601-2",0.707551101614932,0.707892730216505,0.743944235551108,0.70653634817332,0.710334413911431
0.375229684984064,"601-2",0.698825618200806,0.699191087272306,0.73643383197766,0.697741073458725,0.701777651268457
0.389369066353757,"601-2",0.689919064632786,0.690309932822295,0.728775966406133,0.688760239926156,0.69304834637847
0.40404124700218,"601-2",0.680833070939446,0.681250986407061,0.72097262467345,0.67959522297526,0.68414838240034
0.419266303838216,"601-2",0.671569701898984,0.672016405982653,0.713026179138247,0.670247822060012,0.675080065076919
0.435065070307563,"601-2",0.662131478297037,0.662608809143991,0.704939404916133,0.66072028193099,0.665846141260797
0.451459164900511,"601-2",0.652521397662957,0.653031293797419,0.696715495377084,0.651015313418917,0.656449816708015
0.468471020733939,"601-2",0.64274295429265,0.643287458086738,0.688358076727821,0.641136113576136,0.646894772950273
0.486123916248023,"601-2",0.632800158350275,0.633381419361114,0.679871221490482,0.63108638497756,0.637185183043656
0.504442007059659,"601-2",0.62269755382567,0.623317831957525,0.671259460678159,0.620870353967894,0.627325725980132
0.523450359016175,"601-2",0.612440235109362,0.613101903555309,0.662527794457978,0.610492787627601,0.617324513798413
0.543174982494583,"601-2",0.602033861932895,0.602739409846043,0.653681701083825,0.59995900921662,0.607185068530412
0.563642867993284,"601-2",0.59148467240913,0.592236707248865,0.644727143873747,0.589274911842494,0.596913500112738
0.584882023064938,"601-2",0.58079949389568,0.581600743389751,0.635670576001832,0.578441459699065,0.586516678951815
0.606921510641044,"601-2",0.569985751394914,0.570839065053644,0.626518942871391,0.567468467540692,0.576002029659304
0.629791488800657,"601-2",0.55905147319664,0.559952844670978,0.617279681835821,0.556364034318816,0.565377532595184
0.653523252037666,"601-2",0.548005293464931,0.548956285445949,0.607960719036056,0.545137332519188,0.554651722346529
0.67814927408311,"601-2",0.536856451469147,0.537859076334195,0.598570463129278,0.533797107626169,0.543833682892615
0.703703252341116,"601-2",0.525614787161537,0.526671067378449,0.589117795693088,0.522352699358761,0.532933039216364
0.730220153999275,"601-2",0.514290732810277,0.515402692993052,0.579612058102823,0.510820067992095,0.521959945135864
0.757736263876537,"601-2",0.50289530040805,0.50406495864671,0.570063034697557,0.499202956325539,0.510925067148057
0.786289234074115,"601-2",0.491440064592649,0.492669423067829,0.560480932072832,0.487519177569648,0.499839564100123
0.815918135497332,"601-2",0.479937140838127,0.481228175742864,0.55087635436552,0.475775758143902,0.488715062532738
0.846663511318905,"601-2",0.468399158703125,0.469753809507801,0.541260274428679,0.463985137864672,0.477563627573597
0.878567432456834,"601-2",0.456839229957548,0.458259388068989,0.531644000831803,0.452153839270344,0.4663977292993
0.911673555142801,"601-2",0.445270911449947,0.446758408332353,0.522039140664614,0.440289475174571,0.455230204529095
0.946027180659862,"601-2",0.433708162626091,0.435264757469571,0.512457558170306,0.428432421162629,0.444074214064795
0.981675317331174,"601-2",0.422165297664281,0.423792664706198,0.502911329286707,0.41658419694075,0.432943195447282
1.01866674484456,"601-2",0.410656932254811,0.412356647879776,0.493412692230834,0.404750314546901,0.421850811360915
1.05705208100098,"601-2",0.399197925119606,0.400971454885374,0.483973994323186,0.392958787044754,0.410810893882341
1.09688385097818,"601-2",0.387803314442723,0.38964298330683,0.474607635312258,0.381217338508492,0.399836965609994
1.13821655920433,"601-2",0.376488249462774,0.378382686686013,0.465326007526173,0.369540952706389,0.38894239498668
1.18110676394006,"601-2",0.365267917563311,0.367215691525881,0.456141433246156,0.357934901826602,0.378141978786503
1.2256131546708,"601-2",0.354157467285899,0.35615684621144,0.447066099764477,0.346406606759791,0.367449577542759
1.27179663241547,"601-2",0.343171927781566,0.345220873333851,0.438111992656214,0.334984496792647,0.356795060159933
1.31972039306138,"601-2",0.332326125308068,0.334422289209724,0.429290981007605,0.323684676376052,0.346298414002202
1.36945001383924,"601-2",0.321634597471062,0.323775321563135,0.420616169685726,0.312521773217121,0.336013225337839
1.42105354305689,"601-2",0.311111505994951,0.313293826150505,0.412096896965118,0.301507662901874,0.32588975942294
1.47460159321419,"601-2",0.300770548891507,0.302991203180694,0.403743675008852,0.290647228400415,0.315940367751973
1.53016743762679,"601-2",0.290624872969182,0.29288031444581,0.39556647601879,0.279964629796497,0.306176875979803
1.58782711069079,"601-2",0.280686987690681,0.28297340213008,0.387574668861096,0.269472964610314,0.296610004228777
