part_num,color_id,quantity,is_spare,part_img_url
59900,0,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/4529236.jpg
44567a,0,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/4185620.jpg
3021,0,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/302126.jpg
3022,72,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/4211094.jpg
3070b,72,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/4210848.jpg
99206,71,3,FALSE,https://cdn.rebrickable.com/media/parts/elements/4654577.jpg
98138,71,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/4650260.jpg
51739,71,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/4507056.jpg
3022,4,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/302221.jpg
54200,40,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/4244368.jpg
6141,47,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/3005740.jpg
3024,15,4,FALSE,https://cdn.rebrickable.com/media/parts/elements/302401.jpg
3623,15,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/362301.jpg
3710,15,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/371001.jpg
2420,15,2,FALSE,https://cdn.rebrickable.com/media/parts/elements/242001.jpg
3020,15,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/302001.jpg
3794b,15,5,FALSE,https://cdn.rebrickable.com/media/parts/ldraw/15/3794b.png
3839b,15,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/383901.jpg
87580,15,1,FALSE,https://cdn.rebrickable.com/media/parts/elements/4565324.jpg
54200,15,6,FALSE,https://cdn.rebrickable.com/media/parts/elements/4244370.jpg
